decil,candidato,con_jcf,tasa_decil,reparto_jcf,cve_ent,año
8,29211,0.0,0.0,0.0,19,2022
9,27065,0.0,0.0,0.0,19,2022
10,21826,0.0,0.0,0.0,19,2022
1,5373,0.0,0.0,0.0,19,2024
2,15312,0.0,0.0,0.0,19,2024
3,15841,0.0,0.0,0.0,19,2024
4,21296,0.0,0.0,0.0,19,2024
5,24507,0.0,0.0,0.0,19,2024
6,21323,0.0,0.0,0.0,19,2024
7,32458,0.0,0.0,0.0,19,2024
8,37027,0.0,0.0,0.0,19,2024
9,22448,45.0,0.0020046329294369208,1.0,19,2024
10,27858,0.0,0.0,0.0,19,2024
1,25404,0.0,0.0,0.0,20,2020
2,16582,0.0,0.0,0.0,20,2020
3,18621,422.0,0.02266258525320874,0.08462001203128133,20,2020
4,17697,1104.0,0.062383454822851334,0.22137557649889714,20,2020
5,15147,467.0,0.030831187693932793,0.09364347302987769,20,2020
6,15754,546.0,0.03465786466929034,0.10948466011630238,20,2020
7,10347,1023.0,0.09886923746013337,0.2051333467014237,20,2020
8,11329,588.0,0.05190219789919675,0.11790655704832564,20,2020
9,8452,499.0,0.059039280643634645,0.1000601564066573,20,2020
10,5491,338.0,0.06155527226370424,0.06777621816723481,20,2020
1,29628,413.0,0.013939516673417038,0.18396436525612472,20,2022
2,21591,470.0,0.021768329396507805,0.20935412026726058,20,2022
3,17768,568.0,0.031967582170193604,0.25300668151447664,20,2022
4,14280,0.0,0.0,0.0,20,2022
5,18877,291.0,0.015415585103565185,0.12962138084632516,20,2022
6,12289,0.0,0.0,0.0,20,2022
7,10260,0.0,0.0,0.0,20,2022
8,8497,0.0,0.0,0.0,20,2022
9,8208,503.0,0.06128167641325536,0.22405345211581293,20,2022
10,1688,0.0,0.0,0.0,20,2022
1,33718,0.0,0.0,0.0,20,2024
2,21020,0.0,0.0,0.0,20,2024
3,12763,0.0,0.0,0.0,20,2024
4,15033,0.0,0.0,0.0,20,2024
5,15039,0.0,0.0,0.0,20,2024
6,12439,0.0,0.0,0.0,20,2024
7,11866,0.0,0.0,0.0,20,2024
8,9522,0.0,0.0,0.0,20,2024
9,6728,0.0,0.0,0.0,20,2024
10,3738,0.0,0.0,0.0,20,2024
1,33300,0.0,0.0,0.0,21,2020
2,31762,0.0,0.0,0.0,21,2020
3,31328,0.0,0.0,0.0,21,2020
4,40962,0.0,0.0,0.0,21,2020
5,24153,381.0,0.015774437958017636,1.0,21,2020
6,24934,0.0,0.0,0.0,21,2020
7,21926,0.0,0.0,0.0,21,2020
8,27559,0.0,0.0,0.0,21,2020
9,15051,0.0,0.0,0.0,21,2020
10,14404,0.0,0.0,0.0,21,2020
1,18948,0.0,0.0,0.0,21,2022
2,37691,0.0,0.0,0.0,21,2022
3,23618,0.0,0.0,0.0,21,2022
4,18999,0.0,0.0,0.0,21,2022
5,21527,0.0,0.0,0.0,21,2022
6,21076,0.0,0.0,0.0,21,2022
7,25990,0.0,0.0,0.0,21,2022
8,21271,0.0,0.0,0.0,21,2022
9,12201,0.0,0.0,0.0,21,2022
10,5931,0.0,0.0,0.0,21,2022
1,24042,0.0,0.0,0.0,21,2024
2,46408,0.0,0.0,0.0,21,2024
3,32415,0.0,0.0,0.0,21,2024
4,26447,0.0,0.0,0.0,21,2024
5,22900,0.0,0.0,0.0,21,2024
6,24261,0.0,0.0,0.0,21,2024
7,24502,0.0,0.0,0.0,21,2024
8,21133,0.0,0.0,0.0,21,2024
9,11784,0.0,0.0,0.0,21,2024
10,7373,0.0,0.0,0.0,21,2024
1,3360,0.0,0.0,0.0,22,2020
2,4614,0.0,0.0,0.0,22,2020
3,8249,97.0,0.011759001091041337,0.14057971014492754,22,2020
4,9794,0.0,0.0,0.0,22,2020
5,8898,83.0,0.009327938862665768,0.12028985507246377,22,2020
6,12184,114.0,0.009356533158240315,0.16521739130434782,22,2020
7,11060,123.0,0.01112115732368897,0.1782608695652174,22,2020
8,12007,183.0,0.015241109352877489,0.26521739130434785,22,2020
9,12224,90.0,0.007362565445026178,0.13043478260869565,22,2020
10,9715,0.0,0.0,0.0,22,2020
1,2405,0.0,0.0,0.0,22,2022
2,6344,0.0,0.0,0.0,22,2022
3,7912,0.0,0.0,0.0,22,2022
4,9972,0.0,0.0,0.0,22,2022
5,9497,0.0,0.0,0.0,22,2022
6,9817,0.0,0.0,0.0,22,2022
7,9420,232.0,0.024628450106157114,0.6843657817109144,22,2022
8,12833,0.0,0.0,0.0,22,2022
9,15860,107.0,0.006746532156368222,0.31563421828908556,22,2022
10,6422,0.0,0.0,0.0,22,2022
1,2580,0.0,0.0,0.0,22,2024
2,7696,0.0,0.0,0.0,22,2024
3,8039,0.0,0.0,0.0,22,2024
4,6788,0.0,0.0,0.0,22,2024
5,6497,0.0,0.0,0.0,22,2024
6,9856,56.0,0.005681818181818182,0.2962962962962963,22,2024
7,8451,0.0,0.0,0.0,22,2024
8,10709,0.0,0.0,0.0,22,2024
9,7887,57.0,0.0072270825408900724,0.30158730158730157,22,2024
10,8870,76.0,0.008568207440811725,0.4021164021164021,22,2024
1,9764,0.0,0.0,0.0,23,2020
2,10689,887.0,0.08298250537936196,0.41045812124016656,23,2020
3,9806,124.0,0.012645319192331226,0.05738084220268394,23,2020
4,10700,107.0,0.01,0.04951411383618695,23,2020
5,12628,0.0,0.0,0.0,23,2020
6,9930,455.0,0.04582074521651561,0.2105506709856548,23,2020
7,12292,0.0,0.0,0.0,23,2020
8,9502,251.0,0.026415491475478847,0.11614993058769088,23,2020
9,7941,0.0,0.0,0.0,23,2020
10,6786,337.0,0.04966106690244621,0.15594632114761683,23,2020
1,1662,0.0,0.0,0.0,23,2022
2,3185,128.0,0.040188383045525904,0.0736902705814623,23,2022
3,5763,128.0,0.022210654173173694,0.0736902705814623,23,2022
4,8445,140.0,0.016577856719952634,0.08059873344847437,23,2022
5,5028,0.0,0.0,0.0,23,2022
6,7238,160.0,0.022105554020447636,0.09211283822682786,23,2022
7,10261,428.0,0.04171133417795537,0.24640184225676454,23,2022
8,8464,230.0,0.02717391304347826,0.13241220495106507,23,2022
9,9074,133.0,0.014657262508265373,0.07656879677605066,23,2022
10,7854,390.0,0.04965622612681436,0.22452504317789293,23,2022
1,2128,0.0,0.0,0.0,23,2024
2,4189,138.0,0.032943423251372644,0.13636363636363635,23,2024
3,7277,409.0,0.05620447986807751,0.4041501976284585,23,2024
4,4719,109.0,0.023098114007204917,0.10770750988142293,23,2024
5,5375,138.0,0.025674418604651163,0.13636363636363635,23,2024
6,8591,0.0,0.0,0.0,23,2024
7,10847,0.0,0.0,0.0,23,2024
8,9028,0.0,0.0,0.0,23,2024
9,10164,109.0,0.010724124360487997,0.10770750988142293,23,2024
10,4181,109.0,0.026070318105716337,0.10770750988142293,23,2024
1,10943,0.0,0.0,0.0,24,2020
2,14683,0.0,0.0,0.0,24,2020
3,11647,0.0,0.0,0.0,24,2020
4,10112,219.0,0.02165743670886076,0.22278738555442523,24,2020
5,13036,0.0,0.0,0.0,24,2020
6,12057,0.0,0.0,0.0,24,2020
7,14629,764.0,0.05222503246975186,0.7772126144455748,24,2020
8,11100,0.0,0.0,0.0,24,2020
9,13877,0.0,0.0,0.0,24,2020
10,11860,0.0,0.0,0.0,24,2020
1,15529,0.0,0.0,0.0,24,2022
2,13742,382.0,0.027797991558725078,1.0,24,2022
3,10818,0.0,0.0,0.0,24,2022
4,13045,0.0,0.0,0.0,24,2022
5,10412,0.0,0.0,0.0,24,2022
6,11373,0.0,0.0,0.0,24,2022
7,9138,0.0,0.0,0.0,24,2022
8,8149,0.0,0.0,0.0,24,2022
9,13594,0.0,0.0,0.0,24,2022
10,5875,0.0,0.0,0.0,24,2022
1,16735,0.0,0.0,0.0,24,2024
2,12120,0.0,0.0,0.0,24,2024
3,13155,0.0,0.0,0.0,24,2024
4,11284,0.0,0.0,0.0,24,2024
5,11421,218.0,0.019087645565186936,0.35973597359735976,24,2024
6,11674,0.0,0.0,0.0,24,2024
7,7412,191.0,0.02576902320561252,0.31518151815181517,24,2024
8,7139,0.0,0.0,0.0,24,2024
9,8554,197.0,0.02303016132803367,0.3250825082508251,24,2024
10,4377,0.0,0.0,0.0,24,2024
1,3081,0.0,0.0,0.0,25,2020
2,7276,0.0,0.0,0.0,25,2020
3,9765,0.0,0.0,0.0,25,2020
4,9196,0.0,0.0,0.0,25,2020
5,16134,0.0,0.0,0.0,25,2020
6,12908,355.0,0.027502324140068174,0.3293135435992579,25,2020
7,15811,0.0,0.0,0.0,25,2020
8,13560,319.0,0.023525073746312686,0.29591836734693877,25,2020
9,21218,205.0,0.009661608068620983,0.1901669758812616,25,2020
10,10861,199.0,0.01832243808120799,0.18460111317254174,25,2020
1,4629,0.0,0.0,0.0,25,2022
2,3637,0.0,0.0,0.0,25,2022
3,7836,0.0,0.0,0.0,25,2022
4,10057,0.0,0.0,0.0,25,2022
5,14695,0.0,0.0,0.0,25,2022
6,15423,217.0,0.014069895610451922,0.26144578313253014,25,2022
7,16375,239.0,0.014595419847328244,0.28795180722891567,25,2022
8,11223,374.0,0.03332442305978794,0.4506024096385542,25,2022
9,13808,0.0,0.0,0.0,25,2022
10,10297,0.0,0.0,0.0,25,2022
1,3187,0.0,0.0,0.0,25,2024
2,7991,0.0,0.0,0.0,25,2024
3,9160,0.0,0.0,0.0,25,2024
4,14999,0.0,0.0,0.0,25,2024
5,13720,0.0,0.0,0.0,25,2024
6,12143,0.0,0.0,0.0,25,2024
7,17330,0.0,0.0,0.0,25,2024
8,14058,0.0,0.0,0.0,25,2024
9,16089,0.0,0.0,0.0,25,2024
10,9071,0.0,0.0,0.0,25,2024
1,5838,0.0,0.0,0.0,26,2020
2,4634,0.0,0.0,0.0,26,2020
3,12009,412.0,0.03430760263135981,1.0,26,2020
4,9726,0.0,0.0,0.0,26,2020
5,11633,0.0,0.0,0.0,26,2020
6,14911,0.0,0.0,0.0,26,2020
7,14611,0.0,0.0,0.0,26,2020
8,14653,0.0,0.0,0.0,26,2020
9,15629,0.0,0.0,0.0,26,2020
10,13637,0.0,0.0,0.0,26,2020
1,2676,0.0,0.0,0.0,26,2022
2,7627,0.0,0.0,0.0,26,2022
3,6696,0.0,0.0,0.0,26,2022
4,9364,0.0,0.0,0.0,26,2022
5,8146,0.0,0.0,0.0,26,2022
6,6964,0.0,0.0,0.0,26,2022
7,12599,0.0,0.0,0.0,26,2022
8,12566,0.0,0.0,0.0,26,2022
9,10644,0.0,0.0,0.0,26,2022
10,10547,523.0,0.04958756044372807,1.0,26,2022
1,3691,0.0,0.0,0.0,26,2024
2,5056,0.0,0.0,0.0,26,2024
3,6941,0.0,0.0,0.0,26,2024
4,11841,0.0,0.0,0.0,26,2024
5,9089,0.0,0.0,0.0,26,2024
6,11543,0.0,0.0,0.0,26,2024
7,10269,0.0,0.0,0.0,26,2024
8,12179,765.0,0.06281303883734297,1.0,26,2024
9,16369,0.0,0.0,0.0,26,2024
10,13723,0.0,0.0,0.0,26,2024
1,10049,0.0,0.0,0.0,27,2020
2,16246,2273.0,0.13991136279699617,0.19472286473057482,27,2020
3,15262,358.0,0.02345695190669637,0.030669065364516405,27,2020
4,13067,699.0,0.053493533328231424,0.05988177846312002,27,2020
5,11335,1039.0,0.09166299073665637,0.08900882378137583,27,2020
6,13041,2686.0,0.20596580016869873,0.23010365801422086,27,2020
7,6171,673.0,0.10905849943283098,0.057654416174076926,27,2020
8,5631,1849.0,0.328360859527615,0.15839972586310289,27,2020
9,7584,1864.0,0.24578059071729957,0.15968474256832005,27,2020
10,5193,232.0,0.04467552474484884,0.019874925040692194,27,2020
1,10582,0.0,0.0,0.0,27,2022
2,11669,0.0,0.0,0.0,27,2022
3,9813,351.0,0.035768878018954446,0.07174979558462796,27,2022
4,12010,353.0,0.02939217318900916,0.07215862632869992,27,2022
5,8462,1146.0,0.13542897660127629,0.23426001635322977,27,2022
6,7668,329.0,0.042905581637976004,0.06725265739983646,27,2022
7,4766,595.0,0.12484263533361309,0.12162714636140638,27,2022
8,7492,692.0,0.09236518953550454,0.14145543744889616,27,2022
9,7332,1426.0,0.1944899072558647,0.2914963205233034,27,2022
10,2376,0.0,0.0,0.0,27,2022
1,10450,0.0,0.0,0.0,27,2024
2,13746,234.0,0.017023134002618942,0.04634581105169341,27,2024
3,14405,731.0,0.050746268656716415,0.1447811447811448,27,2024
4,10307,463.0,0.04492092752498302,0.09170132699544464,27,2024
5,12439,304.0,0.02443926360639923,0.06020994256288374,27,2024
6,11065,2505.0,0.2263895164934478,0.49613784907902553,27,2024
7,8160,388.0,0.047549019607843135,0.07684690037631214,27,2024
8,8101,0.0,0.0,0.0,27,2024
9,6163,0.0,0.0,0.0,27,2024
10,3959,424.0,0.10709775195756505,0.08397702515349574,27,2024
1,9800,0.0,0.0,0.0,28,2020
2,15060,0.0,0.0,0.0,28,2020
3,17338,206.0,0.011881416541700312,0.06697009102730819,28,2020
4,13583,230.0,0.01693293086946919,0.07477243172951886,28,2020
5,14506,0.0,0.0,0.0,28,2020
6,19618,358.0,0.018248547252523194,0.11638491547464239,28,2020
7,20680,462.0,0.022340425531914895,0.15019505851755527,28,2020
8,10744,408.0,0.0379746835443038,0.13263979193758127,28,2020
9,11269,510.0,0.04525689945869198,0.16579973992197658,28,2020
10,13255,902.0,0.06804979253112033,0.29323797139141744,28,2020
1,11269,0.0,0.0,0.0,28,2022
2,10982,0.0,0.0,0.0,28,2022
3,15707,0.0,0.0,0.0,28,2022
4,11140,0.0,0.0,0.0,28,2022
5,8941,0.0,0.0,0.0,28,2022
6,15518,0.0,0.0,0.0,28,2022
7,18463,0.0,0.0,0.0,28,2022
8,18226,0.0,0.0,0.0,28,2022
9,18113,0.0,0.0,0.0,28,2022
10,11224,0.0,0.0,0.0,28,2022
1,6708,0.0,0.0,0.0,28,2024
2,7763,0.0,0.0,0.0,28,2024
3,16280,527.0,0.03237100737100737,0.2763502884111169,28,2024
4,14788,0.0,0.0,0.0,28,2024
5,18503,585.0,0.03161649462249365,0.3067645516518091,28,2024
6,15729,0.0,0.0,0.0,28,2024
7,13286,0.0,0.0,0.0,28,2024
8,17496,602.0,0.034407864654778235,0.3156790770844258,28,2024
9,14850,0.0,0.0,0.0,28,2024
10,11907,193.0,0.016208952716889224,0.10120608285264814,28,2024
1,7285,132.0,0.018119423472889497,0.12301957129543337,29,2020
2,8053,0.0,0.0,0.0,29,2020
3,6519,0.0,0.0,0.0,29,2020
4,7533,145.0,0.019248639320323908,0.13513513513513514,29,2020
5,7718,331.0,0.04288675822752008,0.3084808946877912,29,2020
6,5024,0.0,0.0,0.0,29,2020
7,6300,123.0,0.019523809523809523,0.11463187325256291,29,2020
8,4647,154.0,0.033139659995696145,0.1435228331780056,29,2020
9,4748,188.0,0.039595619208087615,0.17520969245107176,29,2020
10,1748,0.0,0.0,0.0,29,2020
1,4726,274.0,0.057977147693609815,0.22008032128514057,29,2022
2,6027,0.0,0.0,0.0,29,2022
3,7008,222.0,0.031678082191780824,0.1783132530120482,29,2022
4,6134,0.0,0.0,0.0,29,2022
5,5375,150.0,0.027906976744186046,0.12048192771084337,29,2022
6,5902,259.0,0.04388342934598441,0.20803212851405622,29,2022
7,4819,340.0,0.07055405685826935,0.27309236947791166,29,2022
8,4099,0.0,0.0,0.0,29,2022
9,996,0.0,0.0,0.0,29,2022
10,1788,0.0,0.0,0.0,29,2022
1,4880,0.0,0.0,0.0,29,2024
2,4422,0.0,0.0,0.0,29,2024
3,6195,0.0,0.0,0.0,29,2024
4,7218,227.0,0.031449154890551397,0.23945147679324894,29,2024
5,4169,0.0,0.0,0.0,29,2024
6,2691,95.0,0.03530286138981791,0.10021097046413502,29,2024
7,5878,0.0,0.0,0.0,29,2024
8,3647,211.0,0.05785577186728818,0.22257383966244726,29,2024
9,2826,415.0,0.14685067232837934,0.43776371308016876,29,2024
10,1539,0.0,0.0,0.0,29,2024
1,49462,726.0,0.01467793457603817,0.07703735144312394,30,2020
2,45938,615.0,0.013387609386564499,0.06525891341256367,30,2020
3,54117,3114.0,0.05754199234990853,0.33043293718166383,30,2020
4,40867,694.0,0.01698191695010644,0.07364176570458404,30,2020
5,47706,3119.0,0.06537961681968725,0.3309634974533107,30,2020
6,29689,572.0,0.0192663949610967,0.060696095076400676,30,2020
7,23523,0.0,0.0,0.0,30,2020
8,26693,584.0,0.021878395084853706,0.06196943972835314,30,2020
9,15793,0.0,0.0,0.0,30,2020
10,10443,0.0,0.0,0.0,30,2020
1,54811,0.0,0.0,0.0,30,2022
2,54970,0.0,0.0,0.0,30,2022
3,49338,751.0,0.01522153309822044,0.2338835253815011,30,2022
4,37713,0.0,0.0,0.0,30,2022
5,34449,1775.0,0.0515254434090975,0.552787293677982,30,2022
6,21228,685.0,0.032268701714716415,0.21332918094051698,30,2022
7,26326,0.0,0.0,0.0,30,2022
8,15971,0.0,0.0,0.0,30,2022
9,10966,0.0,0.0,0.0,30,2022
10,9576,0.0,0.0,0.0,30,2022
1,47337,0.0,0.0,0.0,30,2024
2,63668,569.0,0.008936985612866747,0.09271631090109174,30,2024
3,50929,4008.0,0.0786977949694673,0.6530878279289555,30,2024
4,33049,0.0,0.0,0.0,30,2024
5,29811,1037.0,0.03478581731575593,0.16897506925207756,30,2024
6,33776,523.0,0.015484367598294647,0.08522079191787518,30,2024
7,17774,0.0,0.0,0.0,30,2024
8,10071,0.0,0.0,0.0,30,2024
9,11147,0.0,0.0,0.0,30,2024
10,17211,0.0,0.0,0.0,30,2024
1,7426,91.0,0.012254241852949098,0.04478346456692913,31,2020
2,12554,352.0,0.02803887207264617,0.1732283464566929,31,2020
3,10394,89.0,0.00856263228785838,0.043799212598425195,31,2020
4,6370,0.0,0.0,0.0,31,2020
5,10464,81.0,0.007740825688073395,0.03986220472440945,31,2020
6,9627,258.0,0.02679962605172951,0.12696850393700787,31,2020
7,8564,109.0,0.012727697337692667,0.05364173228346457,31,2020
8,6176,559.0,0.09051165803108809,0.2750984251968504,31,2020
9,4338,0.0,0.0,0.0,31,2020
10,7770,493.0,0.06344916344916345,0.24261811023622049,31,2020
1,4458,0.0,0.0,0.0,31,2022
2,5698,256.0,0.044928044928044926,0.1671018276762402,31,2022
3,8010,0.0,0.0,0.0,31,2022
4,7196,299.0,0.041550861589772094,0.19516971279373369,31,2022
5,9558,0.0,0.0,0.0,31,2022
6,9519,221.0,0.02321672444584515,0.14425587467362924,31,2022
7,9039,0.0,0.0,0.0,31,2022
8,6188,194.0,0.03135100193923723,0.12663185378590078,31,2022
9,5216,562.0,0.10774539877300614,0.3668407310704961,31,2022
10,4202,0.0,0.0,0.0,31,2022
1,6187,0.0,0.0,0.0,31,2024
2,5576,0.0,0.0,0.0,31,2024
3,5014,0.0,0.0,0.0,31,2024
4,6382,0.0,0.0,0.0,31,2024
5,7636,69.0,0.009036144578313253,0.11917098445595854,31,2024
6,8915,363.0,0.040717891194615816,0.6269430051813472,31,2024
7,6625,147.0,0.02218867924528302,0.2538860103626943,31,2024
8,7856,0.0,0.0,0.0,31,2024
9,4163,0.0,0.0,0.0,31,2024
10,3401,0.0,0.0,0.0,31,2024
1,6989,0.0,0.0,0.0,32,2020
2,9207,0.0,0.0,0.0,32,2020
3,9607,188.0,0.01956906422400333,0.10923881464264962,32,2020
4,7295,163.0,0.022344071281699796,0.094712376525276,32,2020
5,9197,184.0,0.0200065238664782,0.10691458454386985,32,2020
6,7773,620.0,0.07976328315965521,0.3602556653108658,32,2020
7,7050,0.0,0.0,0.0,32,2020
8,4948,232.0,0.04688763136620857,0.1348053457292272,32,2020
9,4801,334.0,0.06956883982503645,0.19407321324811155,32,2020
10,2345,0.0,0.0,0.0,32,2020
1,6879,0.0,0.0,0.0,32,2022
2,10598,185.0,0.017456123796942818,0.09541000515729757,32,2022
3,8475,361.0,0.042595870206489674,0.18617844249613202,32,2022
4,8824,406.0,0.046010879419764276,0.20938628158844766,32,2022
5,8489,183.0,0.02155730945930027,0.09437854564208355,32,2022
6,6414,497.0,0.07748674773932024,0.2563176895306859,32,2022
7,7606,0.0,0.0,0.0,32,2022
8,3826,183.0,0.047830632514375325,0.09437854564208355,32,2022
9,3161,124.0,0.039228092375830435,0.06395048994326973,32,2022
10,3739,0.0,0.0,0.0,32,2022
1,8726,449.0,0.05145542058216823,0.5529556650246306,32,2024
2,12916,0.0,0.0,0.0,32,2024
3,8508,363.0,0.04266572637517631,0.44704433497536944,32,2024
4,7106,0.0,0.0,0.0,32,2024
5,7107,0.0,0.0,0.0,32,2024
6,5508,0.0,0.0,0.0,32,2024
7,6116,0.0,0.0,0.0,32,2024
8,4288,0.0,0.0,0.0,32,2024
9,3457,0.0,0.0,0.0,32,2024
10,1992,0.0,0.0,0.0,32,2024
