edad,sexo,cve_ent,decil,personas,año
20,MASCULINO,01,7,168,2020
25,MASCULINO,01,4,211,2020
27,MASCULINO,01,2,201,2020
19,FEMENINO,01,2,160,2020
20,MASCULINO,01,5,180,2020
19,MASCULINO,01,8,195,2020
22,FEMENINO,01,7,180,2020
25,FEMENINO,01,1,180,2020
23,FEMENINO,01,7,172,2020
20,MASCULINO,01,6,172,2020
18,MASCULINO,01,7,195,2020
27,MASCULINO,01,4,189,2020
29,MASCULINO,01,6,166,2020
27,MASCULINO,01,10,242,2020
25,FEMENINO,01,8,213,2020
26,FEMENINO,01,6,205,2020
22,FEMENINO,01,8,205,2020
21,FEMENINO,01,3,181,2020
18,FEMENINO,01,9,234,2020
18,MASCULINO,01,7,192,2020
18,FEMENINO,01,6,192,2020
26,FEMENINO,01,5,180,2020
20,MASCULINO,01,8,190,2020
18,MASCULINO,01,8,190,2020
29,FEMENINO,01,4,190,2020
22,MASCULINO,01,6,190,2020
18,FEMENINO,01,8,180,2020
23,FEMENINO,01,4,180,2020
23,MASCULINO,01,9,190,2020
19,FEMENINO,01,9,190,2020
20,FEMENINO,01,8,195,2020
26,FEMENINO,01,9,199,2020
19,FEMENINO,01,7,187,2020
22,FEMENINO,01,2,225,2020
24,FEMENINO,01,10,195,2020
21,MASCULINO,01,3,195,2020
18,MASCULINO,01,3,195,2020
21,FEMENINO,01,10,211,2020
29,FEMENINO,01,5,194,2020
28,FEMENINO,01,9,194,2020
28,MASCULINO,01,9,198,2020
28,FEMENINO,01,4,205,2020
26,MASCULINO,01,5,201,2020
25,MASCULINO,01,6,223,2020
27,FEMENINO,01,5,183,2020
27,FEMENINO,01,3,196,2020
27,MASCULINO,01,4,196,2020
18,FEMENINO,01,3,195,2020
21,FEMENINO,01,3,189,2020
25,MASCULINO,01,7,187,2020
25,FEMENINO,01,9,187,2020
20,FEMENINO,01,7,181,2020
27,FEMENINO,01,7,181,2020
18,MASCULINO,01,6,205,2020
25,FEMENINO,01,10,180,2020
22,FEMENINO,01,3,191,2020
18,FEMENINO,01,3,191,2020
20,MASCULINO,01,5,259,2020
25,FEMENINO,01,5,259,2020
26,MASCULINO,01,7,259,2020
25,FEMENINO,01,4,181,2020
24,FEMENINO,01,4,195,2020
18,MASCULINO,01,10,195,2020
19,FEMENINO,01,9,196,2020
22,FEMENINO,01,9,195,2020
18,MASCULINO,01,9,195,2020
25,FEMENINO,01,10,207,2020
25,MASCULINO,01,10,207,2020
26,FEMENINO,01,9,170,2020
25,FEMENINO,01,1,170,2020
18,MASCULINO,01,8,180,2020
29,FEMENINO,01,6,188,2020
21,FEMENINO,01,4,188,2020
28,FEMENINO,01,10,194,2020
22,MASCULINO,01,5,179,2020
18,MASCULINO,01,4,179,2020
23,FEMENINO,01,4,181,2020
25,MASCULINO,01,10,209,2020
18,MASCULINO,01,10,233,2020
23,FEMENINO,01,10,225,2020
21,MASCULINO,01,9,197,2020
18,FEMENINO,01,9,197,2020
20,MASCULINO,01,9,202,2020
28,FEMENINO,01,5,283,2020
21,FEMENINO,01,8,283,2020
29,FEMENINO,01,4,283,2020
27,MASCULINO,01,5,185,2020
21,FEMENINO,01,7,172,2020
27,FEMENINO,01,4,197,2020
28,FEMENINO,01,4,197,2020
18,FEMENINO,01,7,236,2020
25,FEMENINO,01,5,185,2020
25,FEMENINO,01,9,203,2020
28,MASCULINO,01,3,185,2020
24,FEMENINO,01,6,185,2020
21,FEMENINO,01,3,207,2020
19,MASCULINO,01,8,207,2020
25,MASCULINO,01,5,175,2020
24,FEMENINO,01,6,194,2020
22,MASCULINO,01,2,200,2020
20,MASCULINO,01,2,200,2020
24,FEMENINO,01,6,200,2020
24,FEMENINO,01,6,186,2020
23,FEMENINO,01,5,198,2020
27,FEMENINO,01,9,198,2020
22,FEMENINO,01,9,198,2020
26,MASCULINO,01,2,202,2020
26,FEMENINO,01,4,202,2020
21,MASCULINO,01,2,254,2020
27,FEMENINO,01,3,191,2020
23,MASCULINO,01,9,191,2020
20,MASCULINO,01,7,208,2020
18,FEMENINO,01,4,190,2020
24,FEMENINO,01,4,190,2020
23,FEMENINO,01,8,223,2020
26,MASCULINO,01,8,223,2020
25,MASCULINO,01,7,175,2020
29,FEMENINO,01,5,175,2020
24,FEMENINO,01,8,207,2020
23,FEMENINO,01,5,207,2020
26,FEMENINO,01,7,207,2020
23,FEMENINO,01,7,207,2020
26,FEMENINO,01,2,191,2020
29,FEMENINO,01,8,203,2020
24,FEMENINO,01,8,237,2020
25,FEMENINO,01,5,209,2020
20,FEMENINO,01,1,209,2020
20,FEMENINO,01,9,209,2020
20,FEMENINO,01,9,209,2020
24,FEMENINO,01,7,212,2020
28,FEMENINO,01,3,242,2020
18,MASCULINO,01,4,228,2020
23,FEMENINO,01,7,216,2020
23,FEMENINO,01,3,209,2020
26,FEMENINO,01,6,188,2020
28,FEMENINO,01,5,230,2020
25,MASCULINO,01,5,230,2020
18,FEMENINO,01,6,222,2020
18,FEMENINO,01,7,222,2020
24,MASCULINO,01,7,228,2020
28,FEMENINO,01,5,215,2020
22,MASCULINO,01,8,208,2020
24,FEMENINO,01,8,193,2020
19,MASCULINO,01,4,190,2020
22,FEMENINO,01,9,206,2020
27,FEMENINO,01,10,206,2020
24,MASCULINO,01,6,236,2020
22,FEMENINO,01,5,209,2020
26,MASCULINO,01,8,246,2020
20,MASCULINO,01,3,195,2020
20,FEMENINO,01,3,195,2020
18,FEMENINO,01,3,195,2020
19,FEMENINO,01,6,195,2020
21,FEMENINO,01,4,170,2020
22,FEMENINO,01,4,176,2020
26,FEMENINO,01,6,338,2020
24,FEMENINO,01,4,253,2020
24,FEMENINO,01,5,253,2020
20,FEMENINO,01,4,287,2020
25,FEMENINO,01,5,194,2020
23,MASCULINO,01,7,185,2020
25,FEMENINO,01,5,189,2020
19,FEMENINO,01,8,200,2020
23,FEMENINO,01,4,200,2020
22,FEMENINO,01,9,195,2020
23,FEMENINO,01,8,191,2020
21,MASCULINO,01,8,191,2020
18,MASCULINO,01,10,260,2020
24,FEMENINO,01,9,198,2020
22,FEMENINO,01,8,139,2020
29,FEMENINO,01,7,139,2020
20,FEMENINO,01,3,139,2020
28,FEMENINO,01,9,139,2020
23,FEMENINO,01,4,209,2020
18,FEMENINO,01,2,191,2020
25,MASCULINO,01,1,191,2020
20,FEMENINO,01,6,186,2020
23,FEMENINO,01,2,186,2020
20,FEMENINO,01,4,253,2020
25,FEMENINO,01,4,253,2020
29,MASCULINO,01,3,253,2020
18,MASCULINO,01,7,253,2020
21,FEMENINO,01,5,184,2020
27,MASCULINO,01,10,172,2020
25,FEMENINO,01,6,173,2020
27,FEMENINO,01,8,173,2020
19,FEMENINO,01,2,229,2020
28,FEMENINO,01,10,229,2020
21,MASCULINO,01,3,160,2020
18,MASCULINO,01,5,160,2020
23,FEMENINO,01,6,160,2020
20,FEMENINO,01,7,160,2020
20,FEMENINO,01,7,160,2020
28,FEMENINO,01,6,157,2020
29,MASCULINO,01,8,157,2020
19,MASCULINO,01,6,157,2020
24,FEMENINO,01,7,148,2020
28,FEMENINO,01,9,148,2020
26,FEMENINO,01,7,148,2020
18,FEMENINO,01,4,148,2020
25,FEMENINO,01,9,148,2020
27,MASCULINO,01,5,148,2020
18,FEMENINO,01,8,148,2020
26,FEMENINO,01,4,148,2020
20,FEMENINO,01,8,148,2020
26,MASCULINO,01,3,233,2020
24,FEMENINO,01,3,233,2020
29,MASCULINO,01,6,233,2020
23,FEMENINO,01,7,233,2020
18,MASCULINO,01,8,196,2020
24,FEMENINO,01,10,196,2020
22,FEMENINO,01,10,196,2020
19,FEMENINO,01,10,196,2020
19,FEMENINO,01,10,196,2020
28,MASCULINO,01,7,196,2020
20,MASCULINO,01,7,196,2020
22,FEMENINO,01,9,148,2020
26,FEMENINO,01,9,165,2020
22,FEMENINO,01,7,165,2020
20,MASCULINO,01,7,165,2020
20,MASCULINO,01,8,165,2020
29,FEMENINO,01,7,165,2020
27,FEMENINO,01,10,165,2020
22,FEMENINO,01,9,188,2020
23,MASCULINO,01,7,188,2020
26,FEMENINO,01,8,188,2020
25,FEMENINO,01,8,188,2020
24,MASCULINO,01,6,188,2020
21,MASCULINO,01,7,239,2020
24,MASCULINO,01,9,177,2020
19,FEMENINO,01,10,177,2020
23,FEMENINO,01,2,178,2020
21,FEMENINO,01,6,178,2020
26,FEMENINO,01,2,178,2020
25,FEMENINO,01,7,178,2020
28,MASCULINO,01,7,178,2020
27,FEMENINO,01,6,178,2020
18,FEMENINO,01,9,178,2020
28,FEMENINO,01,9,178,2020
19,FEMENINO,01,6,144,2020
25,FEMENINO,01,9,144,2020
23,FEMENINO,01,8,144,2020
29,FEMENINO,01,2,60,2020
18,MASCULINO,01,6,60,2020
18,FEMENINO,01,9,60,2020
28,FEMENINO,01,9,60,2020
27,FEMENINO,01,5,58,2020
24,FEMENINO,01,8,58,2020
29,FEMENINO,01,8,58,2020
19,FEMENINO,01,10,58,2020
24,FEMENINO,01,2,58,2020
23,FEMENINO,01,7,71,2020
19,FEMENINO,01,1,71,2020
29,FEMENINO,01,5,71,2020
26,FEMENINO,01,2,71,2020
24,FEMENINO,01,2,71,2020
20,FEMENINO,01,4,71,2020
21,FEMENINO,01,4,71,2020
29,FEMENINO,01,2,71,2020
27,FEMENINO,01,5,71,2020
19,FEMENINO,01,8,71,2020
29,FEMENINO,01,3,71,2020
25,FEMENINO,01,3,49,2020
23,MASCULINO,01,1,49,2020
26,FEMENINO,01,3,49,2020
26,FEMENINO,01,6,49,2020
25,FEMENINO,01,8,49,2020
28,FEMENINO,01,2,65,2020
18,FEMENINO,01,6,65,2020
20,FEMENINO,01,5,65,2020
21,FEMENINO,01,8,65,2020
18,MASCULINO,01,8,65,2020
23,MASCULINO,01,8,65,2020
18,FEMENINO,01,8,65,2020
24,MASCULINO,01,9,50,2020
18,FEMENINO,01,9,50,2020
24,MASCULINO,01,4,50,2020
22,MASCULINO,01,4,50,2020
20,MASCULINO,01,5,50,2020
25,FEMENINO,01,6,50,2020
19,FEMENINO,01,3,68,2020
26,FEMENINO,01,2,68,2020
24,FEMENINO,01,4,68,2020
18,FEMENINO,01,6,68,2020
25,FEMENINO,01,5,73,2020
26,MASCULINO,01,5,73,2020
27,FEMENINO,01,4,73,2020
29,FEMENINO,01,4,73,2020
18,MASCULINO,01,6,73,2020
19,FEMENINO,01,4,73,2020
26,FEMENINO,01,2,81,2020
19,FEMENINO,01,9,81,2020
29,MASCULINO,01,5,81,2020
26,FEMENINO,01,9,81,2020
29,FEMENINO,01,9,81,2020
24,FEMENINO,01,5,68,2020
26,FEMENINO,01,2,68,2020
29,FEMENINO,01,3,68,2020
26,FEMENINO,01,3,68,2020
26,FEMENINO,01,4,68,2020
18,FEMENINO,01,3,60,2020
21,FEMENINO,01,8,60,2020
27,FEMENINO,01,5,60,2020
28,FEMENINO,01,10,60,2020
29,MASCULINO,01,7,60,2020
27,FEMENINO,01,7,60,2020
22,FEMENINO,01,7,53,2020
23,FEMENINO,01,8,53,2020
29,FEMENINO,01,5,53,2020
22,FEMENINO,01,6,53,2020
18,FEMENINO,01,7,53,2020
18,MASCULINO,01,5,53,2020
24,FEMENINO,01,6,53,2020
24,FEMENINO,01,8,53,2020
24,FEMENINO,01,8,85,2020
24,FEMENINO,01,9,85,2020
27,FEMENINO,01,7,66,2020
21,FEMENINO,01,7,66,2020
18,FEMENINO,01,8,66,2020
20,FEMENINO,01,2,66,2020
28,FEMENINO,01,7,66,2020
24,FEMENINO,01,7,66,2020
20,MASCULINO,01,7,66,2020
18,FEMENINO,01,5,60,2020
23,MASCULINO,01,8,60,2020
18,FEMENINO,01,8,60,2020
18,MASCULINO,01,7,60,2020
20,FEMENINO,01,5,60,2020
23,MASCULINO,01,9,60,2020
27,FEMENINO,01,6,60,2020
23,FEMENINO,01,4,60,2020
20,FEMENINO,01,9,60,2020
18,FEMENINO,01,6,59,2020
18,MASCULINO,01,8,70,2020
22,FEMENINO,01,3,70,2020
25,FEMENINO,01,8,70,2020
28,FEMENINO,01,4,70,2020
29,FEMENINO,01,4,70,2020
22,MASCULINO,01,9,53,2020
25,FEMENINO,01,2,53,2020
23,MASCULINO,01,10,53,2020
27,FEMENINO,01,8,76,2020
21,FEMENINO,01,8,76,2020
18,FEMENINO,01,9,76,2020
18,FEMENINO,01,1,76,2020
20,FEMENINO,01,7,76,2020
20,FEMENINO,01,2,76,2020
28,FEMENINO,01,5,76,2020
29,MASCULINO,01,3,61,2020
28,FEMENINO,01,3,61,2020
26,FEMENINO,01,3,61,2020
20,FEMENINO,01,10,61,2020
20,FEMENINO,01,10,61,2020
18,FEMENINO,01,7,83,2020
26,MASCULINO,01,8,83,2020
27,FEMENINO,01,4,83,2020
29,FEMENINO,01,5,83,2020
27,FEMENINO,01,3,53,2020
24,FEMENINO,01,3,53,2020
21,FEMENINO,01,3,53,2020
21,FEMENINO,01,2,53,2020
23,MASCULINO,01,2,53,2020
26,FEMENINO,01,5,53,2020
25,FEMENINO,01,7,53,2020
18,FEMENINO,01,7,53,2020
19,MASCULINO,01,2,63,2020
20,FEMENINO,01,5,79,2020
19,MASCULINO,01,10,79,2020
18,FEMENINO,01,9,79,2020
24,FEMENINO,01,8,55,2020
25,FEMENINO,01,6,55,2020
24,FEMENINO,01,5,55,2020
28,FEMENINO,01,7,55,2020
24,FEMENINO,01,2,55,2020
20,FEMENINO,01,4,55,2020
27,FEMENINO,01,3,55,2020
26,FEMENINO,01,10,79,2020
20,FEMENINO,01,3,79,2020
22,FEMENINO,01,5,79,2020
21,MASCULINO,01,8,75,2020
23,FEMENINO,01,2,75,2020
25,FEMENINO,01,10,75,2020
18,FEMENINO,01,4,75,2020
18,FEMENINO,01,8,75,2020
26,FEMENINO,01,8,75,2020
28,FEMENINO,01,3,75,2020
24,FEMENINO,01,3,75,2020
25,FEMENINO,01,9,80,2020
26,FEMENINO,01,9,80,2020
20,MASCULINO,01,5,80,2020
29,FEMENINO,01,4,80,2020
22,FEMENINO,01,7,80,2020
21,FEMENINO,01,1,80,2020
22,FEMENINO,01,5,80,2020
22,FEMENINO,01,5,53,2020
22,FEMENINO,01,10,53,2020
18,FEMENINO,01,4,54,2020
26,FEMENINO,01,6,54,2020
23,FEMENINO,01,2,54,2020
22,FEMENINO,01,8,72,2020
24,FEMENINO,01,10,72,2020
28,FEMENINO,01,2,72,2020
29,FEMENINO,01,3,72,2020
21,FEMENINO,01,5,72,2020
27,FEMENINO,01,5,72,2020
19,MASCULINO,01,7,72,2020
27,FEMENINO,01,3,75,2020
19,MASCULINO,01,9,75,2020
26,FEMENINO,01,8,73,2020
26,FEMENINO,01,7,73,2020
23,FEMENINO,01,6,73,2020
18,FEMENINO,01,3,73,2020
24,MASCULINO,01,9,71,2020
25,FEMENINO,01,9,71,2020
25,MASCULINO,01,6,71,2020
25,FEMENINO,01,4,71,2020
28,FEMENINO,01,4,71,2020
21,FEMENINO,01,3,71,2020
27,MASCULINO,01,6,64,2020
18,FEMENINO,01,4,64,2020
19,MASCULINO,01,4,64,2020
28,FEMENINO,01,8,64,2020
27,FEMENINO,01,4,96,2020
25,MASCULINO,01,1,96,2020
22,FEMENINO,01,7,96,2020
18,FEMENINO,01,7,96,2020
26,FEMENINO,01,5,96,2020
18,FEMENINO,01,9,96,2020
19,FEMENINO,01,9,96,2020
20,FEMENINO,01,10,96,2020
18,MASCULINO,01,2,58,2020
21,FEMENINO,01,2,58,2020
26,FEMENINO,01,5,58,2020
25,FEMENINO,01,10,58,2020
25,FEMENINO,01,10,58,2020
27,FEMENINO,01,1,71,2020
27,FEMENINO,01,4,71,2020
22,FEMENINO,01,7,79,2020
18,MASCULINO,01,4,79,2020
24,MASCULINO,01,9,79,2020
20,FEMENINO,01,3,79,2020
19,FEMENINO,01,7,61,2020
26,FEMENINO,01,10,61,2020
26,FEMENINO,01,10,61,2020
20,MASCULINO,01,5,61,2020
22,MASCULINO,01,7,61,2020
24,FEMENINO,01,7,61,2020
19,FEMENINO,01,8,61,2020
20,MASCULINO,01,2,61,2020
19,FEMENINO,01,5,61,2020
27,FEMENINO,01,10,61,2020
20,FEMENINO,01,8,61,2020
24,FEMENINO,01,1,61,2020
27,FEMENINO,01,3,64,2020
22,MASCULINO,01,10,64,2020
27,FEMENINO,01,6,64,2020
21,FEMENINO,01,7,64,2020
27,FEMENINO,01,4,64,2020
28,FEMENINO,01,4,64,2020
19,FEMENINO,01,5,64,2020
21,FEMENINO,01,5,64,2020
22,FEMENINO,02,9,526,2020
19,FEMENINO,02,8,698,2020
26,FEMENINO,02,5,511,2020
22,FEMENINO,02,8,599,2020
28,FEMENINO,02,9,599,2020
18,MASCULINO,02,7,671,2020
28,FEMENINO,02,4,671,2020
20,FEMENINO,02,4,582,2020
18,MASCULINO,02,3,688,2020
26,FEMENINO,02,6,688,2020
29,FEMENINO,02,5,564,2020
21,FEMENINO,02,8,511,2020
26,FEMENINO,02,10,537,2020
22,FEMENINO,02,7,470,2020
22,FEMENINO,02,6,784,2020
26,FEMENINO,02,9,700,2020
19,MASCULINO,02,8,575,2020
28,FEMENINO,02,2,545,2020
29,FEMENINO,02,8,622,2020
26,FEMENINO,02,10,532,2020
24,FEMENINO,02,9,652,2020
26,FEMENINO,02,4,686,2020
22,FEMENINO,02,9,615,2020
25,FEMENINO,02,8,521,2020
21,MASCULINO,02,8,711,2020
21,FEMENINO,02,7,568,2020
18,MASCULINO,02,5,595,2020
24,FEMENINO,02,6,595,2020
24,FEMENINO,02,8,696,2020
29,FEMENINO,02,4,696,2020
27,FEMENINO,02,5,576,2020
23,FEMENINO,02,5,576,2020
25,FEMENINO,02,4,576,2020
23,FEMENINO,02,8,568,2020
25,FEMENINO,02,7,610,2020
28,FEMENINO,02,4,610,2020
29,MASCULINO,02,4,610,2020
20,FEMENINO,02,5,561,2020
26,MASCULINO,02,10,633,2020
27,MASCULINO,02,9,570,2020
23,FEMENINO,02,2,520,2020
19,FEMENINO,02,7,626,2020
23,MASCULINO,02,8,626,2020
20,FEMENINO,02,6,674,2020
26,FEMENINO,02,9,515,2020
25,MASCULINO,02,6,559,2020
25,FEMENINO,02,6,559,2020
27,FEMENINO,02,6,560,2020
27,FEMENINO,02,1,558,2020
29,FEMENINO,02,1,558,2020
19,FEMENINO,02,9,610,2020
26,FEMENINO,02,9,570,2020
20,FEMENINO,02,8,591,2020
18,FEMENINO,02,6,539,2020
18,MASCULINO,02,8,504,2020
29,FEMENINO,02,8,504,2020
22,FEMENINO,02,8,549,2020
20,FEMENINO,02,8,549,2020
28,FEMENINO,02,5,616,2020
22,FEMENINO,02,10,559,2020
27,FEMENINO,02,5,583,2020
28,FEMENINO,02,9,603,2020
28,MASCULINO,02,9,597,2020
22,MASCULINO,02,9,570,2020
24,MASCULINO,02,8,570,2020
18,MASCULINO,02,10,592,2020
26,FEMENINO,02,10,592,2020
27,MASCULINO,02,10,615,2020
22,FEMENINO,02,6,615,2020
22,FEMENINO,02,7,590,2020
29,FEMENINO,02,4,732,2020
20,FEMENINO,02,8,542,2020
27,FEMENINO,02,6,620,2020
25,MASCULINO,02,4,473,2020
18,MASCULINO,02,6,473,2020
22,FEMENINO,02,9,591,2020
25,FEMENINO,02,7,540,2020
28,FEMENINO,02,2,540,2020
18,FEMENINO,02,9,406,2020
22,FEMENINO,02,3,406,2020
19,FEMENINO,02,3,406,2020
26,MASCULINO,02,10,562,2020
21,FEMENINO,02,8,564,2020
26,MASCULINO,02,10,580,2020
23,MASCULINO,02,10,580,2020
18,FEMENINO,02,10,567,2020
27,FEMENINO,02,5,538,2020
29,FEMENINO,02,9,538,2020
26,FEMENINO,02,6,611,2020
21,MASCULINO,02,6,708,2020
18,FEMENINO,02,4,708,2020
25,FEMENINO,02,6,789,2020
27,MASCULINO,02,1,789,2020
23,FEMENINO,02,2,530,2020
23,FEMENINO,02,3,425,2020
21,FEMENINO,02,8,638,2020
23,FEMENINO,02,2,725,2020
21,MASCULINO,02,10,481,2020
18,MASCULINO,02,6,481,2020
21,FEMENINO,02,9,481,2020
24,FEMENINO,02,6,481,2020
20,MASCULINO,02,8,554,2020
21,MASCULINO,02,7,549,2020
18,FEMENINO,02,6,473,2020
29,FEMENINO,02,7,579,2020
28,FEMENINO,02,8,580,2020
25,FEMENINO,02,7,472,2020
26,FEMENINO,02,7,523,2020
26,FEMENINO,02,2,523,2020
20,MASCULINO,02,9,500,2020
24,FEMENINO,02,9,628,2020
26,MASCULINO,02,9,603,2020
20,FEMENINO,02,5,564,2020
25,FEMENINO,02,10,564,2020
28,FEMENINO,02,10,564,2020
24,FEMENINO,02,4,564,2020
18,FEMENINO,02,6,579,2020
19,FEMENINO,02,3,579,2020
20,MASCULINO,02,6,573,2020
29,FEMENINO,02,6,573,2020
25,FEMENINO,02,4,422,2020
27,FEMENINO,02,6,422,2020
20,FEMENINO,02,7,670,2020
21,MASCULINO,02,7,503,2020
28,FEMENINO,02,3,503,2020
26,FEMENINO,02,8,613,2020
21,FEMENINO,02,10,648,2020
21,MASCULINO,02,4,648,2020
21,FEMENINO,02,7,413,2020
27,FEMENINO,02,7,651,2020
20,FEMENINO,02,5,651,2020
19,MASCULINO,02,5,651,2020
21,FEMENINO,02,10,538,2020
25,MASCULINO,02,4,411,2020
23,MASCULINO,02,9,462,2020
21,MASCULINO,02,9,462,2020
18,FEMENINO,02,9,462,2020
25,MASCULINO,02,10,592,2020
21,FEMENINO,02,9,657,2020
28,FEMENINO,02,10,538,2020
18,FEMENINO,02,8,561,2020
21,FEMENINO,02,10,434,2020
22,FEMENINO,02,10,434,2020
26,FEMENINO,02,4,434,2020
23,FEMENINO,02,3,622,2020
25,FEMENINO,02,6,622,2020
21,MASCULINO,02,6,622,2020
20,MASCULINO,02,5,488,2020
21,MASCULINO,02,6,488,2020
20,MASCULINO,02,4,687,2020
18,FEMENINO,02,4,687,2020
29,FEMENINO,02,8,406,2020
19,MASCULINO,02,6,406,2020
18,MASCULINO,02,6,406,2020
22,FEMENINO,02,5,590,2020
26,MASCULINO,02,9,590,2020
26,FEMENINO,02,7,590,2020
22,MASCULINO,02,7,568,2020
21,FEMENINO,02,7,503,2020
23,FEMENINO,02,7,503,2020
26,FEMENINO,02,9,556,2020
19,FEMENINO,02,9,528,2020
18,FEMENINO,02,7,658,2020
26,MASCULINO,02,7,577,2020
26,FEMENINO,02,10,583,2020
29,FEMENINO,02,9,442,2020
22,MASCULINO,02,9,486,2020
19,FEMENINO,02,7,486,2020
18,FEMENINO,02,7,535,2020
21,MASCULINO,02,10,507,2020
27,MASCULINO,02,7,507,2020
18,FEMENINO,02,8,430,2020
29,FEMENINO,02,4,430,2020
23,FEMENINO,02,9,514,2020
20,MASCULINO,02,9,609,2020
20,MASCULINO,02,10,595,2020
22,MASCULINO,02,3,595,2020
20,FEMENINO,02,3,595,2020
23,FEMENINO,02,9,559,2020
18,MASCULINO,02,4,559,2020
22,MASCULINO,02,7,600,2020
18,MASCULINO,02,8,600,2020
23,FEMENINO,02,10,600,2020
18,FEMENINO,02,8,570,2020
24,MASCULINO,02,10,564,2020
29,FEMENINO,02,8,616,2020
24,FEMENINO,02,6,661,2020
28,FEMENINO,02,5,529,2020
19,FEMENINO,02,10,529,2020
29,FEMENINO,02,6,617,2020
20,FEMENINO,02,7,617,2020
28,FEMENINO,02,6,572,2020
24,FEMENINO,02,5,567,2020
23,FEMENINO,02,8,567,2020
25,FEMENINO,02,9,567,2020
19,MASCULINO,02,9,581,2020
19,FEMENINO,02,5,515,2020
24,MASCULINO,02,8,525,2020
22,FEMENINO,02,8,525,2020
24,MASCULINO,02,8,575,2020
25,FEMENINO,02,8,540,2020
26,MASCULINO,02,9,540,2020
25,MASCULINO,02,10,628,2020
25,MASCULINO,02,10,628,2020
23,FEMENINO,02,8,628,2020
25,FEMENINO,02,7,628,2020
21,FEMENINO,02,7,628,2020
28,FEMENINO,02,9,673,2020
19,FEMENINO,02,7,530,2020
26,FEMENINO,02,8,530,2020
27,FEMENINO,02,6,649,2020
25,FEMENINO,02,6,649,2020
28,FEMENINO,02,8,649,2020
24,FEMENINO,02,5,649,2020
27,FEMENINO,02,9,975,2020
25,FEMENINO,02,4,515,2020
18,FEMENINO,02,8,592,2020
19,FEMENINO,02,6,645,2020
23,MASCULINO,02,8,575,2020
18,MASCULINO,02,10,656,2020
18,FEMENINO,02,10,656,2020
22,FEMENINO,02,9,656,2020
22,FEMENINO,02,9,494,2020
18,FEMENINO,02,9,494,2020
29,FEMENINO,02,10,514,2020
25,MASCULINO,02,10,514,2020
23,FEMENINO,02,10,529,2020
29,FEMENINO,02,10,529,2020
28,FEMENINO,02,10,529,2020
27,MASCULINO,02,10,328,2020
21,FEMENINO,02,6,328,2020
21,MASCULINO,02,6,328,2020
29,FEMENINO,02,6,328,2020
27,FEMENINO,02,8,328,2020
18,FEMENINO,02,9,651,2020
22,MASCULINO,02,5,651,2020
23,MASCULINO,02,6,651,2020
21,FEMENINO,02,6,651,2020
21,MASCULINO,02,6,651,2020
20,MASCULINO,02,8,651,2020
23,FEMENINO,02,6,620,2020
27,FEMENINO,02,9,620,2020
26,FEMENINO,02,5,470,2020
22,FEMENINO,02,9,528,2020
26,FEMENINO,02,5,528,2020
24,MASCULINO,02,10,605,2020
24,FEMENINO,02,7,605,2020
19,FEMENINO,02,7,605,2020
23,FEMENINO,02,6,393,2020
22,FEMENINO,02,7,393,2020
24,FEMENINO,02,10,581,2020
19,FEMENINO,02,7,581,2020
27,FEMENINO,02,9,581,2020
23,FEMENINO,02,10,581,2020
22,FEMENINO,02,8,581,2020
18,FEMENINO,02,6,918,2020
22,FEMENINO,02,7,918,2020
19,MASCULINO,02,5,918,2020
25,MASCULINO,02,6,415,2020
21,FEMENINO,02,4,415,2020
20,FEMENINO,02,3,428,2020
24,FEMENINO,02,7,428,2020
22,FEMENINO,02,3,370,2020
22,FEMENINO,02,7,418,2020
21,FEMENINO,02,9,730,2020
25,MASCULINO,02,6,727,2020
27,FEMENINO,02,10,493,2020
22,FEMENINO,02,6,493,2020
21,MASCULINO,02,9,493,2020
18,FEMENINO,02,7,523,2020
25,MASCULINO,02,7,523,2020
18,MASCULINO,02,9,523,2020
18,MASCULINO,02,2,523,2020
19,FEMENINO,02,7,760,2020
29,FEMENINO,02,4,210,2020
18,FEMENINO,02,6,210,2020
27,MASCULINO,02,8,271,2020
21,MASCULINO,02,8,271,2020
28,FEMENINO,02,7,271,2020
25,FEMENINO,02,7,271,2020
25,FEMENINO,02,7,271,2020
20,FEMENINO,02,10,271,2020
18,FEMENINO,02,9,185,2020
20,FEMENINO,02,3,185,2020
21,FEMENINO,02,5,185,2020
26,FEMENINO,02,1,185,2020
23,MASCULINO,02,8,217,2020
28,FEMENINO,02,7,217,2020
22,FEMENINO,02,8,217,2020
19,FEMENINO,02,3,488,2020
23,FEMENINO,02,6,488,2020
28,MASCULINO,02,3,488,2020
19,FEMENINO,02,7,672,2020
25,MASCULINO,02,7,672,2020
18,FEMENINO,02,4,672,2020
18,FEMENINO,02,7,672,2020
18,FEMENINO,02,9,222,2020
20,FEMENINO,02,9,222,2020
25,FEMENINO,02,3,222,2020
26,FEMENINO,02,9,222,2020
24,MASCULINO,02,7,222,2020
25,FEMENINO,02,2,222,2020
25,FEMENINO,02,8,222,2020
24,FEMENINO,02,6,224,2020
24,FEMENINO,02,5,224,2020
28,FEMENINO,02,6,406,2020
23,FEMENINO,02,6,406,2020
20,FEMENINO,02,10,406,2020
28,FEMENINO,02,4,206,2020
29,FEMENINO,02,6,206,2020
24,MASCULINO,02,7,206,2020
28,FEMENINO,02,6,206,2020
22,FEMENINO,02,10,206,2020
25,FEMENINO,02,7,206,2020
26,MASCULINO,02,7,481,2020
