año,cve_ent,nombre_ent,cve_mun,nombre_mun,beneficiarios,candidatos,pct_pobreza,indice_marginacion,grado_marginacion
2019,01,Aguascalientes,01001,Aguascalientes,2924,0,30.2213998212,60.3187950417198,Muy bajo
2019,01,Aguascalientes,01002,Asientos,738,0,65.5405342945,56.546071016613,Muy bajo
2019,01,Aguascalientes,01003,Calvillo,227,0,68.403045589,57.0582509369582,Muy bajo
2019,01,Aguascalientes,01004,Cosío,51,0,54.1992972501,57.1140301001378,Muy bajo
2019,01,Aguascalientes,01005,Jesús María,262,0,42.3775724457,59.0117616967172,Muy bajo
2019,01,Aguascalientes,01006,Pabellón de Arteaga,292,0,51.0565298168,58.6247678266779,Muy bajo
2019,01,Aguascalientes,01007,Rincón de Romos,167,0,51.1695940186,57.6466713495514,Muy bajo
2019,01,Aguascalientes,01008,San José de Gracia,819,0,65.767638484,57.5275305589345,Muy bajo
2019,01,Aguascalientes,01009,Tepezalá,350,0,65.7787152657,56.6043143837497,Muy bajo
2019,01,Aguascalientes,01010,El Llano,178,0,66.2086505869,56.5557942161932,Muy bajo
2019,01,Aguascalientes,01011,San Francisco de los Romo,130,0,42.225806732,58.5520978333435,Muy bajo
2019,02,Baja California,02001,Ensenada,798,0,34.5725316052,58.082237567032,Muy bajo
2019,02,Baja California,02002,Mexicali,665,0,29.9620778032,59.3849890945595,Muy bajo
2019,02,Baja California,02003,Tecate,58,0,29.5925733617,58.3900774399861,Muy bajo
2019,02,Baja California,02004,Tijuana,1235,0,31.0873471984,59.1402868170204,Muy bajo
2019,02,Baja California,02005,Playas de Rosarito,43,0,41.5647081929,58.291417465293,Muy bajo
2019,03,Baja California Sur,03001,Comondú,1302,0,42.8358499669,58.2638228268869,Muy bajo
2019,03,Baja California Sur,03002,Mulegé,668,0,39.6817097925,57.4925673102967,Muy bajo
2019,03,Baja California Sur,03003,La Paz,1732,0,25.5206328547,59.8532531027085,Muy bajo
2019,03,Baja California Sur,03008,Los Cabos,389,0,30.1208618676,58.7357270060101,Muy bajo
2019,03,Baja California Sur,03009,Loreto,125,0,41.1846372331,58.8193122984084,Muy bajo
2019,04,Campeche,04001,Calkiní,2896,0,62.6360005039,55.3812819245503,Bajo
2019,04,Campeche,04002,Campeche,8129,0,33.9022530195,58.6407010357592,Muy bajo
2019,04,Campeche,04003,Carmen,3245,0,38.3847298378,58.0950832846142,Muy bajo
2019,04,Campeche,04004,Champotón,2041,0,63.5783988401,54.8325989080778,Bajo
2019,04,Campeche,04005,Hecelchakán,1624,0,64.6961222763,55.6860046589221,Bajo
2019,04,Campeche,04006,Hopelchén,1535,0,79.1142633495,53.6026514197597,Medio
2019,04,Campeche,04007,Palizada,1467,0,61.4659610028,52.7603020275498,Medio
2019,04,Campeche,04008,Tenabo,1345,0,66.9604164283,55.1820078528213,Bajo
2019,04,Campeche,04009,Escárcega,2063,0,71.1885231894,54.8902956416295,Bajo
2019,04,Campeche,04010,Calakmul,1253,0,82.8759718118,50.7093716101968,Alto
2019,04,Campeche,04011,Candelaria,1834,0,69.6155819887,50.5139363387235,Alto
2019,05,Coahuila de Zaragoza,05001,Abasolo,5,0,48.8438818565,57.8201477198815,Muy bajo
2019,05,Coahuila de Zaragoza,05002,Acuña,111,0,25.1518924436,58.4817122918216,Muy bajo
2019,05,Coahuila de Zaragoza,05003,Allende,23,0,29.3902134871,59.7938289954527,Muy bajo
2019,05,Coahuila de Zaragoza,05004,Arteaga,56,0,25.2602024251,58.0449869593202,Muy bajo
2019,05,Coahuila de Zaragoza,05005,Candela,45,0,61.1092436975,55.9194917338476,Bajo
2019,05,Coahuila de Zaragoza,05006,Castaños,68,0,30.2930138701,59.3106239603317,Muy bajo
2019,05,Coahuila de Zaragoza,05007,Cuatro Ciénegas,27,0,45.9033327321,57.220514347307,Muy bajo
2019,05,Coahuila de Zaragoza,05008,Escobedo,12,0,64.0681102362,56.4434939150664,Bajo
2019,05,Coahuila de Zaragoza,05009,Francisco I. Madero,368,0,43.9480080906,57.8246734818765,Muy bajo
2019,05,Coahuila de Zaragoza,05010,Frontera,111,0,28.0321195432,60.0842709636714,Muy bajo
2019,05,Coahuila de Zaragoza,05011,General Cepeda,65,0,37.1910035519,57.1210015864091,Muy bajo
2019,05,Coahuila de Zaragoza,05012,Guerrero,8,0,51.1957575758,55.6679087962824,Bajo
2019,05,Coahuila de Zaragoza,05013,Hidalgo,3,0,58.0534979424,56.0716090813527,Bajo
2019,05,Coahuila de Zaragoza,05014,Jiménez,21,0,68.7309265945,55.4032123875801,Bajo
2019,05,Coahuila de Zaragoza,05015,Juárez,21,0,59.0027155465,56.6770026083266,Muy bajo
2019,05,Coahuila de Zaragoza,05016,Lamadrid,4,0,59.1054398925,57.3261855621437,Muy bajo
2019,05,Coahuila de Zaragoza,05017,Matamoros,495,0,42.5508261468,58.1804004142075,Muy bajo
2019,05,Coahuila de Zaragoza,05018,Monclova,286,0,19.4086454278,60.4768300568519,Muy bajo
2019,05,Coahuila de Zaragoza,05019,Morelos,7,0,36.8802888413,59.4673507022789,Muy bajo
2019,05,Coahuila de Zaragoza,05020,Múzquiz,364,0,38.4811969899,58.9049613636146,Muy bajo
2019,05,Coahuila de Zaragoza,05021,Nadadores,11,0,49.1744943435,57.7527937612693,Muy bajo
2019,05,Coahuila de Zaragoza,05022,Nava,8,0,31.305599894,58.9554821241229,Muy bajo
2019,05,Coahuila de Zaragoza,05023,Ocampo,9,0,47.9038017589,55.1278959758259,Bajo
2019,05,Coahuila de Zaragoza,05024,Parras,203,0,39.0625892373,57.9477297945311,Muy bajo
2019,05,Coahuila de Zaragoza,05025,Piedras Negras,125,0,22.5564498843,59.2727558881289,Muy bajo
2019,05,Coahuila de Zaragoza,05026,Progreso,22,0,57.8080553807,56.4638302346,Bajo
2019,05,Coahuila de Zaragoza,05027,Ramos Arizpe,111,0,18.3195870325,60.1650088427359,Muy bajo
2019,05,Coahuila de Zaragoza,05028,Sabinas,54,0,23.7963326633,59.7511520314129,Muy bajo
2019,05,Coahuila de Zaragoza,05029,Sacramento,5,0,53.8513585509,57.4433073588306,Muy bajo
2019,05,Coahuila de Zaragoza,05030,Saltillo,1326,0,20.7745979359,60.7375040578758,Muy bajo
2019,05,Coahuila de Zaragoza,05031,San Buenaventura,19,0,26.9584757882,59.9613705887526,Muy bajo
2019,05,Coahuila de Zaragoza,05032,San Juan de Sabinas,34,0,17.4112996786,59.7579886590898,Muy bajo
2019,05,Coahuila de Zaragoza,05033,San Pedro,630,0,47.024592827,57.059406535828,Muy bajo
2019,05,Coahuila de Zaragoza,05034,Sierra Mojada,47,0,32.5827082511,57.9045374458784,Muy bajo
2019,05,Coahuila de Zaragoza,05035,Torreón,2462,0,30.149901658,60.2884207175746,Muy bajo
2019,05,Coahuila de Zaragoza,05036,Viesca,27,0,63.2273010507,54.8588292288359,Bajo
2019,05,Coahuila de Zaragoza,05037,Villa Unión,15,0,52.7082238836,58.337700821595,Muy bajo
2019,05,Coahuila de Zaragoza,05038,Zaragoza,7,0,37.9248144756,57.7682332789898,Muy bajo
2019,06,Colima,06001,Armería,187,0,47.4462494369,56.4059237449604,Bajo
2019,06,Colima,06002,Colima,2169,0,30.2290334372,59.7711755354347,Muy bajo
2019,06,Colima,06003,Comala,534,0,49.5854597689,57.1625072020632,Muy bajo
2019,06,Colima,06004,Coquimatlán,636,0,44.0416600831,57.1251916292823,Muy bajo
2019,06,Colima,06005,Cuauhtémoc,797,0,39.6085357675,58.1700784403634,Muy bajo
2019,06,Colima,06006,Ixtlahuacán,579,0,57.6110216497,55.0289760226252,Bajo
2019,06,Colima,06007,Manzanillo,945,0,30.2064432743,59.7547410038696,Muy bajo
2019,06,Colima,06008,Minatitlán,298,0,53.0494752624,57.3805329920052,Muy bajo
2019,06,Colima,06009,Tecomán,979,0,44.8331757549,57.1954216340676,Muy bajo
2019,06,Colima,06010,Villa de Álvarez,1917,0,24.7639577792,60.5120922228991,Muy bajo
2019,07,Chiapas,07001,Acacoyagua,512,0,90.781833263,53.2907904738896,Medio
2019,07,Chiapas,07002,Acala,809,0,86.6910117704,53.3009496928406,Medio
2019,07,Chiapas,07003,Acapetahua,483,0,81.5068518768,52.1499492969481,Alto
2019,07,Chiapas,07004,Altamirano,1016,0,85.0822188368,49.7840661417914,Alto
2019,07,Chiapas,07005,Amatán,477,0,95.741675946,48.7593250790908,Alto
2019,07,Chiapas,07006,Amatenango de la Frontera,384,0,86.6568158161,52.2296012272431,Alto
2019,07,Chiapas,07007,Amatenango del Valle,114,0,96.3077199928,45.981946197677,Muy alto
2019,07,Chiapas,07008,Angel Albino Corzo,1201,0,92.1219016389,51.5472580763044,Alto
2019,07,Chiapas,07009,Arriaga,1281,0,69.2562449289,54.5793351882981,Medio
2019,07,Chiapas,07010,Bejucal de Ocampo,64,0,93.8175862938,49.7756697893572,Alto
2019,07,Chiapas,07011,Bella Vista,412,0,94.0082932831,51.5097790448289,Alto
2019,07,Chiapas,07012,Berriozábal,1365,0,76.9256166479,53.2988113851827,Medio
2019,07,Chiapas,07013,Bochil,3608,0,87.1603026527,52.0224667435321,Alto
2019,07,Chiapas,07014,El Bosque,559,0,97.122329126,50.0944470305582,Alto
2019,07,Chiapas,07015,Cacahoatán,961,0,70.0245641338,54.5750731851716,Medio
2019,07,Chiapas,07016,Catazajá,320,0,76.2376784274,52.1298806862818,Alto
2019,07,Chiapas,07017,Cintalapa,6930,0,80.7468281457,53.7799251744326,Medio
2019,07,Chiapas,07018,Coapilla,375,0,90.8396267678,52.2651458294411,Alto
2019,07,Chiapas,07019,Comitán de Domínguez,4909,0,66.6886289435,54.9683255947039,Bajo
2019,07,Chiapas,07020,La Concordia,1370,0,87.1335382918,50.345273777775,Alto
2019,07,Chiapas,07021,Copainalá,553,0,79.2198839679,53.1786471264422,Medio
2019,07,Chiapas,07022,Chalchihuitán,598,0,99.1661976361,37.8069459586062,Muy alto
2019,07,Chiapas,07023,Chamula,195,0,99.140743108,46.3278465780139,Muy alto
2019,07,Chiapas,07024,Chanal,174,0,99.1299318993,46.4378836071254,Muy alto
2019,07,Chiapas,07025,Chapultenango,278,0,89.5710949663,51.5044924730301,Alto
2019,07,Chiapas,07026,Chenalhó,203,0,97.5978857302,45.4293080626882,Muy alto
2019,07,Chiapas,07027,Chiapa de Corzo,2216,0,69.0590190855,55.0370926693881,Bajo
2019,07,Chiapas,07028,Chiapilla,473,0,84.0033341883,51.6651883576316,Alto
2019,07,Chiapas,07029,Chicoasén,275,0,84.3367514356,53.411133839476,Medio
2019,07,Chiapas,07030,Chicomuselo,1053,0,91.6146293693,50.6852195036764,Alto
2019,07,Chiapas,07031,Chilón,1647,0,97.4323569876,45.2557776016108,Muy alto
2019,07,Chiapas,07032,Escuintla,1577,0,83.0487586564,52.5820017564812,Alto
2019,07,Chiapas,07033,Francisco León,278,0,94.1430367809,49.9740571910312,Alto
2019,07,Chiapas,07034,Frontera Comalapa,1524,0,73.2940505325,53.310646120513,Medio
2019,07,Chiapas,07035,Frontera Hidalgo,316,0,69.5369432581,52.3329033180957,Alto
2019,07,Chiapas,07036,La Grandeza,199,0,91.5384425826,52.0599373900267,Alto
2019,07,Chiapas,07037,Huehuetán,563,0,80.5408670254,52.5506286011626,Alto
2019,07,Chiapas,07038,Huixtán,944,0,96.5979751962,48.5315608456366,Muy alto
2019,07,Chiapas,07039,Huitiupán,545,0,94.60731441,48.9210111099177,Alto
2019,07,Chiapas,07040,Huixtla,739,0,71.2938643578,54.488482551691,Medio
2019,07,Chiapas,07041,La Independencia,2399,0,95.1650320758,52.2893584036738,Alto
2019,07,Chiapas,07042,Ixhuatán,403,0,91.8565669046,52.9477110108393,Medio
2019,07,Chiapas,07043,Ixtacomitán,482,0,83.4573563218,53.4659644235862,Medio
2019,07,Chiapas,07044,Ixtapa,560,0,91.7328613463,51.6527299008629,Alto
2019,07,Chiapas,07045,Ixtapangajoya,207,0,78.6437263116,51.0570492659982,Alto
2019,07,Chiapas,07046,Jiquipilas,2063,0,73.7296439159,53.4321289661094,Medio
2019,07,Chiapas,07047,Jitotol,1019,0,92.9494331987,52.5191148773229,Alto
2019,07,Chiapas,07048,Juárez,429,0,70.9117992511,53.716152579478,Medio
2019,07,Chiapas,07049,Larráinzar,1118,0,97.6264150943,50.5089646729303,Alto
2019,07,Chiapas,07050,La Libertad,273,0,62.9926093205,52.6928205936953,Medio
2019,07,Chiapas,07051,Mapastepec,719,0,74.5774819012,53.0837629810148,Medio
2019,07,Chiapas,07052,Las Margaritas,3589,0,93.9284690617,49.1299085992887,Alto
2019,07,Chiapas,07053,Mazapa de Madero,246,0,85.4132971506,52.5462404399952,Alto
2019,07,Chiapas,07054,Mazatán,406,0,73.976184428,52.3810255780799,Alto
2019,07,Chiapas,07055,Metapa,78,0,75.0545174764,53.7172061335794,Medio
2019,07,Chiapas,07056,Mitontic,252,0,97.7660726592,45.5708330998031,Muy alto
2019,07,Chiapas,07057,Motozintla,2590,0,83.4330278604,53.0043935129513,Medio
2019,07,Chiapas,07058,Nicolás Ruíz,30,0,98.7840042094,51.4857630626166,Alto
2019,07,Chiapas,07059,Ocosingo,5177,0,90.8011136282,47.0642589778532,Muy alto
2019,07,Chiapas,07060,Ocotepec,197,0,96.4641613199,48.7983796549241,Alto
2019,07,Chiapas,07061,Ocozocoautla de Espinosa,2707,0,79.7151779356,52.7896289931032,Medio
2019,07,Chiapas,07062,Ostuacán,234,0,82.9024776806,51.6489356841444,Alto
2019,07,Chiapas,07063,Osumacinta,193,0,73.8772222222,54.564009802543,Medio
2019,07,Chiapas,07064,Oxchuc,512,0,96.2462577459,40.8340559064578,Muy alto
2019,07,Chiapas,07065,Palenque,2849,0,85.7628743106,52.6741669326229,Medio
2019,07,Chiapas,07066,Pantelhó,341,0,96.9840547916,45.4935597483737,Muy alto
2019,07,Chiapas,07067,Pantepec,623,0,94.0886323817,49.7245203468974,Alto
2019,07,Chiapas,07068,Pichucalco,1339,0,69.5880994291,53.8688979626885,Medio
2019,07,Chiapas,07069,Pijijiapan,823,0,77.7875113664,52.2159881034543,Alto
2019,07,Chiapas,07070,El Porvenir,512,0,91.3602096974,52.9851964072576,Medio
2019,07,Chiapas,07071,Villa Comaltitlán,553,0,83.5556405669,52.1712242149923,Alto
2019,07,Chiapas,07072,Pueblo Nuevo Solistahuacán,1796,0,92.0374465761,50.3948368506767,Alto
2019,07,Chiapas,07073,Rayón,468,0,92.0070888469,51.4744684222445,Alto
2019,07,Chiapas,07074,Reforma,674,0,61.7969818766,56.2836431212427,Bajo
2019,07,Chiapas,07075,Las Rosas,659,0,87.9968132057,50.0594556971995,Alto
2019,07,Chiapas,07076,Sabanilla,256,0,97.4956246833,48.9361378462015,Alto
2019,07,Chiapas,07077,Salto de Agua,726,0,96.0743518944,48.0926829231702,Muy alto
2019,07,Chiapas,07078,San Cristóbal de las Casas,5072,0,67.7162492866,55.8329040362097,Bajo
2019,07,Chiapas,07079,San Fernando,646,0,80.9239888724,53.246705867343,Medio
2019,07,Chiapas,07080,Siltepec,1296,0,94.4480169015,50.8504760253906,Alto
2019,07,Chiapas,07081,Simojovel,522,0,93.8207087263,48.6987056909843,Muy alto
2019,07,Chiapas,07082,Sitalá,158,0,97.0559955278,35.9017299159572,Muy alto
2019,07,Chiapas,07083,Socoltenango,233,0,88.3052952794,51.8389002231647,Alto
2019,07,Chiapas,07084,Solosuchiapa,424,0,82.0005162623,52.3585588020491,Alto
2019,07,Chiapas,07085,Soyaló,357,0,92.3287938025,52.4575014394617,Alto
2019,07,Chiapas,07086,Suchiapa,687,0,80.8099619283,54.1829143338017,Medio
2019,07,Chiapas,07087,Suchiate,662,0,81.7726266344,51.2573346789155,Alto
2019,07,Chiapas,07088,Sunuapa,71,0,83.6691137913,51.7437643596455,Alto
2019,07,Chiapas,07089,Tapachula,4052,0,64.9059460232,55.5116640419866,Bajo
2019,07,Chiapas,07090,Tapalapa,100,0,88.4563215183,51.8493451247474,Alto
2019,07,Chiapas,07091,Tapilula,871,0,86.3799821823,54.6305559373357,Bajo
2019,07,Chiapas,07092,Tecpatán,568,0,83.1659082313,50.649014322504,Alto
2019,07,Chiapas,07093,Tenejapa,213,0,98.4472503098,49.8303546585047,Alto
2019,07,Chiapas,07094,Teopisca,904,0,88.6842738244,50.0047965654837,Alto
2019,07,Chiapas,07096,Tila,613,0,96.8221074627,48.3404725600387,Muy alto
2019,07,Chiapas,07097,Tonalá,10251,0,76.4374730149,55.0724437277739,Bajo
2019,07,Chiapas,07098,Totolapa,101,0,95.8366578014,49.5923052604024,Alto
2019,07,Chiapas,07099,La Trinitaria,2360,0,89.5361917831,51.782928377283,Alto
2019,07,Chiapas,07100,Tumbalá,763,0,97.338634544,47.4784672250844,Muy alto
2019,07,Chiapas,07101,Tuxtla Gutiérrez,18703,0,46.7001523935,58.3458969364367,Muy bajo
2019,07,Chiapas,07102,Tuxtla Chico,886,0,66.9508772545,52.2950494073419,Alto
2019,07,Chiapas,07103,Tuzantán,354,0,85.0362050603,52.5582458193254,Alto
2019,07,Chiapas,07104,Tzimol,581,0,86.7407475393,52.9232601681887,Medio
2019,07,Chiapas,07105,Unión Juárez,634,0,81.0906250382,53.8027392757174,Medio
2019,07,Chiapas,07106,Venustiano Carranza,2039,0,89.6092701845,50.853665914174,Alto
2019,07,Chiapas,07107,Villa Corzo,5242,0,86.4813887677,51.1558305458545,Alto
2019,07,Chiapas,07108,Villaflores,6662,0,82.2976967974,53.7093421570287,Medio
2019,07,Chiapas,07109,Yajalón,2254,0,89.1111446434,49.1812077809565,Alto
2019,07,Chiapas,07110,San Lucas,72,0,95.7215226102,50.3962000959717,Alto
2019,07,Chiapas,07111,Zinacantán,633,0,96.795059335,46.9222208672218,Muy alto
2019,07,Chiapas,07112,San Juan Cancuc,460,0,99.3979843387,44.1093576214964,Muy alto
2019,07,Chiapas,07113,Aldama,179,0,98.8919418758,49.4393330730197,Alto
2019,07,Chiapas,07114,Benemérito de las Américas,340,0,83.3561129863,51.4193366673905,Alto
2019,07,Chiapas,07115,Maravilla Tenejapa,342,0,95.2002589555,48.6718646044325,Muy alto
2019,07,Chiapas,07116,Marqués de Comillas,335,0,91.2142863355,49.0872296767312,Alto
2019,07,Chiapas,07117,Montecristo de Guerrero,457,0,96.9251308901,50.9137510583727,Alto
2019,07,Chiapas,07118,San Andrés Duraznal,373,0,94.9963776865,49.319821722491,Alto
2019,07,Chiapas,07119,Santiago el Pinar,488,0,99.0984848485,47.997792091263,Muy alto
2019,08,Chihuahua,08001,Ahumada,77,0,49.1597281526,57.8792460709196,Muy bajo
2019,08,Chihuahua,08002,Aldama,376,0,44.6025854471,59.6189434907829,Muy bajo
2019,08,Chihuahua,08003,Allende,54,0,40.6031321108,57.199977652043,Muy bajo
2019,08,Chihuahua,08004,Aquiles Serdán,22,0,27.0449912638,59.7382969251766,Muy bajo
2019,08,Chihuahua,08005,Ascensión,67,0,60.5677303753,57.103885926836,Muy bajo
2019,08,Chihuahua,08006,Bachíniva,73,0,26.1632471008,56.4884627618087,Bajo
2019,08,Chihuahua,08007,Balleza,24,0,76.6779019094,37.0071329897794,Muy alto
2019,08,Chihuahua,08008,Batopilas,24,0,92.0644003947,21.4066346942113,Muy alto
2019,08,Chihuahua,08009,Bocoyna,165,0,68.3102372001,51.0463984941947,Alto
2019,08,Chihuahua,08010,Buenaventura,22,0,59.4544075245,57.6734348889874,Muy bajo
2019,08,Chihuahua,08011,Camargo,502,0,45.4706310638,59.1702578267324,Muy bajo
2019,08,Chihuahua,08012,Carichí,142,0,70.776371308,36.2118547830645,Muy alto
2019,08,Chihuahua,08013,Casas Grandes,50,0,44.4325950281,57.3475230143538,Muy bajo
2019,08,Chihuahua,08014,Coronado,54,0,32.6735849057,56.5218322717029,Bajo
2019,08,Chihuahua,08015,Coyame del Sotol,22,0,28.1074043938,55.9134308710109,Bajo
2019,08,Chihuahua,08016,La Cruz,145,0,39.4757437684,57.2047721222766,Muy bajo
2019,08,Chihuahua,08017,Cuauhtémoc,389,0,36.464857418,59.7550793825456,Muy bajo
2019,08,Chihuahua,08018,Cusihuiriachi,117,0,24.8931419458,55.5399045676485,Bajo
2019,08,Chihuahua,08019,Chihuahua,2159,0,25.8381167316,61.1241347126691,Muy bajo
2019,08,Chihuahua,08020,Chínipas,27,0,80.0749228735,46.9759049848856,Muy alto
2019,08,Chihuahua,08021,Delicias,1041,0,26.67903384,59.8239321190413,Muy bajo
2019,08,Chihuahua,08022,Dr. Belisario Domínguez,17,0,28.1347678369,55.1876973474337,Bajo
2019,08,Chihuahua,08023,Galeana,17,0,38.482034632,56.0690248832298,Bajo
2019,08,Chihuahua,08024,Santa Isabel,19,0,40.737033195,57.73560443975,Muy bajo
2019,08,Chihuahua,08025,Gómez Farías,92,0,34.2766313441,57.0518593120914,Muy bajo
2019,08,Chihuahua,08026,Gran Morelos,22,0,30.2957063712,56.1824495534136,Bajo
2019,08,Chihuahua,08027,Guachochi,166,0,77.8286101017,40.5223159301178,Muy alto
2019,08,Chihuahua,08028,Guadalupe,15,0,46.7877367335,56.2443673197374,Bajo
2019,08,Chihuahua,08029,Guadalupe y Calvo,399,0,88.3184668201,39.3476294612872,Muy alto
2019,08,Chihuahua,08030,Guazapares,35,0,75.3426183844,45.9632185719232,Muy alto
2019,08,Chihuahua,08031,Guerrero,254,0,49.7554367015,55.9626734119232,Bajo
2019,08,Chihuahua,08032,Hidalgo del Parral,496,0,40.0015442062,59.787543846929,Muy bajo
2019,08,Chihuahua,08033,Huejotitán,39,0,55.2131324004,56.1289051917859,Bajo
2019,08,Chihuahua,08034,Ignacio Zaragoza,88,0,40.7149432341,56.6376640852616,Muy bajo
2019,08,Chihuahua,08035,Janos,25,0,52.857050353,55.7900940274089,Bajo
2019,08,Chihuahua,08036,Jiménez,632,0,49.388148861,58.8406142114328,Muy bajo
2019,08,Chihuahua,08037,Juárez,1485,0,38.8041250212,59.0676837282585,Muy bajo
2019,08,Chihuahua,08038,Julimes,165,0,26.9367319071,57.1009447936851,Muy bajo
2019,08,Chihuahua,08039,López,14,0,21.206009467,56.6285335688641,Muy bajo
2019,08,Chihuahua,08040,Madera,410,0,65.4227488695,57.308730023454,Muy bajo
2019,08,Chihuahua,08041,Maguarichi,21,0,61.8468624064,43.8861029969325,Muy alto
2019,08,Chihuahua,08042,Manuel Benavides,6,0,26.6856540084,54.9020494158249,Bajo
2019,08,Chihuahua,08043,Matachí,39,0,40.4655547498,56.3693172154256,Bajo
2019,08,Chihuahua,08044,Matamoros,25,0,37.1861281826,56.5311710069503,Bajo
2019,08,Chihuahua,08045,Meoqui,262,0,33.2222375308,58.5300430129362,Muy bajo
2019,08,Chihuahua,08046,Morelos,194,0,81.2816291161,39.5596311496211,Muy alto
2019,08,Chihuahua,08047,Moris,110,0,72.2126081582,52.8473147515901,Medio
2019,08,Chihuahua,08048,Namiquipa,113,0,32.2353938853,57.3583167051025,Muy bajo
2019,08,Chihuahua,08049,Nonoava,142,0,61.8413848631,49.1095128896613,Alto
2019,08,Chihuahua,08050,Nuevo Casas Grandes,172,0,43.757701724,59.7135984544129,Muy bajo
2019,08,Chihuahua,08051,Ocampo,44,0,54.1100832562,53.6372905228771,Medio
2019,08,Chihuahua,08052,Ojinaga,56,0,59.8811609581,58.592368680844,Muy bajo
2019,08,Chihuahua,08053,Praxedis G. Guerrero,14,0,36.9138851802,56.1029084642484,Bajo
2019,08,Chihuahua,08054,Riva Palacio,93,0,34.4685931822,57.3957015514393,Muy bajo
2019,08,Chihuahua,08055,Rosales,159,0,37.2156670249,57.7002206334115,Muy bajo
2019,08,Chihuahua,08056,Rosario,80,0,46.0033492823,55.0714721618796,Bajo
2019,08,Chihuahua,08057,San Francisco de Borja,97,0,28.429947039,53.8065434665338,Medio
2019,08,Chihuahua,08058,San Francisco de Conchos,53,0,22.6984866123,57.522137155796,Muy bajo
2019,08,Chihuahua,08059,San Francisco del Oro,17,0,38.4691829909,57.9758583067828,Muy bajo
2019,08,Chihuahua,08060,Santa Bárbara,20,0,32.972512061,59.0695487231787,Muy bajo
2019,08,Chihuahua,08062,Saucillo,287,0,34.1920326558,58.2701677860254,Muy bajo
2019,08,Chihuahua,08063,Temósachic,93,0,54.5568757645,53.9090226568948,Medio
2019,08,Chihuahua,08064,El Tule,39,0,48.8902229846,55.0102836569811,Bajo
2019,08,Chihuahua,08065,Urique,88,0,76.9753445439,36.7851601354547,Muy alto
2019,08,Chihuahua,08066,Uruachi,40,0,85.9830006439,41.6391520113259,Muy alto
2019,08,Chihuahua,08067,Valle de Zaragoza,1,0,47.0095108696,56.0284819036415,Bajo
2019,09,Ciudad de México,09002,Azcapotzalco,2305,0,17.3610086315,60.637957252589,Muy bajo
2019,09,Ciudad de México,09003,Coyoacán,3340,0,18.1820632749,60.8769530595478,Muy bajo
2019,09,Ciudad de México,09004,Cuajimalpa de Morelos,538,0,32.497292533,60.4421617230741,Muy bajo
2019,09,Ciudad de México,09005,Gustavo A. Madero,6518,0,31.2478337228,60.0921224607171,Muy bajo
2019,09,Ciudad de México,09006,Iztacalco,2258,0,25.8549888029,60.4422454901315,Muy bajo
2019,09,Ciudad de México,09007,Iztapalapa,9826,0,36.4322994143,59.5445475030509,Muy bajo
2019,09,Ciudad de México,09008,La Magdalena Contreras,1541,0,30.8400379986,59.6833405260121,Muy bajo
2019,09,Ciudad de México,09009,Milpa Alta,1437,0,51.2785523048,57.2813027602769,Muy bajo
2019,09,Ciudad de México,09010,Álvaro Obregón,2958,0,27.8282100608,60.4870520786772,Muy bajo
2019,09,Ciudad de México,09011,Tláhuac,3129,0,42.5079413306,59.325104804355,Muy bajo
2019,09,Ciudad de México,09012,Tlalpan,3372,0,29.0874766059,59.5683005202987,Muy bajo
2019,09,Ciudad de México,09013,Xochimilco,3389,0,36.1493914922,58.5571719595363,Muy bajo
2019,09,Ciudad de México,09014,Benito Juárez,1381,0,3.1814236601,62.3971454880912,Muy bajo
2019,09,Ciudad de México,09015,Cuauhtémoc,2871,0,19.607026194,61.3285335133283,Muy bajo
2019,09,Ciudad de México,09016,Miguel Hidalgo,1380,0,10.1867902187,61.2214578697982,Muy bajo
2019,09,Ciudad de México,09017,Venustiano Carranza,2388,0,27.6898161132,60.3845963564287,Muy bajo
2019,10,Durango,10001,Canatlán,126,0,54.9928653126,56.6960494329267,Muy bajo
2019,10,Durango,10002,Canelas,41,0,80.050998381,50.8021460659875,Alto
2019,10,Durango,10003,Coneto de Comonfort,66,0,74.727222529,55.3986423304642,Bajo
2019,10,Durango,10004,Cuencamé,164,0,57.2538269513,56.9816697852868,Muy bajo
2019,10,Durango,10005,Durango,3734,0,41.7112368202,59.5910145755833,Muy bajo
2019,10,Durango,10006,General Simón Bolívar,55,0,57.103129713,54.341867581474,Medio
2019,10,Durango,10007,Gómez Palacio,1138,0,44.1988939675,59.2730388873649,Muy bajo
2019,10,Durango,10008,Guadalupe Victoria,194,0,58.8395382918,57.895155666715,Muy bajo
2019,10,Durango,10009,Guanaceví,38,0,63.7261773159,52.9964160469859,Medio
2019,10,Durango,10010,Hidalgo,10,0,56.2977711738,56.6751793788539,Muy bajo
2019,10,Durango,10011,Indé,25,0,64.4756195044,55.6061648400237,Bajo
2019,10,Durango,10012,Lerdo,564,0,45.3814534553,58.8038790671402,Muy bajo
2019,10,Durango,10013,Mapimí,47,0,61.6427899418,56.7490494471011,Muy bajo
2019,10,Durango,10014,Mezquital,608,0,89.6586107311,28.2229952282718,Muy alto
2019,10,Durango,10015,Nazas,17,0,61.2178680025,55.8717551228194,Bajo
2019,10,Durango,10016,Nombre de Dios,281,0,64.6261504702,56.885686159889,Muy bajo
2019,10,Durango,10017,Ocampo,26,0,57.0145685469,55.5609313837748,Bajo
