cve_ent,cve_mun,edad,sexo,poblacion
14,14020,29,FEMENINO,37
14,14020,29,MASCULINO,8
14,14021,18,FEMENINO,67
14,14021,18,MASCULINO,32
14,14021,19,FEMENINO,89
14,14021,19,MASCULINO,33
14,14021,20,FEMENINO,71
14,14021,20,MASCULINO,28
14,14021,21,FEMENINO,44
14,14021,21,MASCULINO,20
14,14021,22,FEMENINO,87
14,14021,22,MASCULINO,12
14,14021,23,FEMENINO,62
14,14021,23,MASCULINO,18
14,14021,24,FEMENINO,58
14,14021,24,MASCULINO,7
14,14021,25,FEMENINO,47
14,14021,25,MASCULINO,16
14,14021,26,FEMENINO,94
14,14021,26,MASCULINO,17
14,14021,27,FEMENINO,97
14,14021,27,MASCULINO,16
14,14021,28,FEMENINO,88
14,14021,28,MASCULINO,8
14,14021,29,FEMENINO,79
14,14021,29,MASCULINO,16
14,14022,18,FEMENINO,154
14,14022,18,MASCULINO,64
14,14022,19,FEMENINO,72
14,14022,19,MASCULINO,25
14,14022,20,FEMENINO,119
14,14022,20,MASCULINO,36
14,14022,21,FEMENINO,111
14,14022,21,MASCULINO,44
14,14022,22,FEMENINO,142
14,14022,22,MASCULINO,22
14,14022,23,FEMENINO,167
14,14022,23,MASCULINO,27
14,14022,24,FEMENINO,169
14,14022,24,MASCULINO,26
14,14022,25,FEMENINO,150
14,14022,25,MASCULINO,34
14,14022,26,FEMENINO,120
14,14022,26,MASCULINO,27
14,14022,27,FEMENINO,128
14,14022,27,MASCULINO,22
14,14022,28,FEMENINO,83
14,14022,28,MASCULINO,28
14,14022,29,FEMENINO,53
14,14022,29,MASCULINO,15
14,14023,18,FEMENINO,131
14,14023,18,MASCULINO,112
14,14023,19,FEMENINO,152
14,14023,19,MASCULINO,99
14,14023,20,FEMENINO,199
14,14023,20,MASCULINO,147
14,14023,21,FEMENINO,214
14,14023,21,MASCULINO,48
14,14023,22,FEMENINO,166
14,14023,22,MASCULINO,50
14,14023,23,FEMENINO,186
14,14023,23,MASCULINO,146
14,14023,24,FEMENINO,324
14,14023,24,MASCULINO,82
14,14023,25,FEMENINO,330
14,14023,25,MASCULINO,86
14,14023,26,FEMENINO,206
14,14023,27,FEMENINO,331
14,14023,27,MASCULINO,52
14,14023,28,FEMENINO,383
14,14023,28,MASCULINO,64
14,14023,29,FEMENINO,139
14,14023,29,MASCULINO,67
14,14024,18,FEMENINO,102
14,14024,18,MASCULINO,44
14,14024,19,FEMENINO,63
14,14024,19,MASCULINO,11
14,14024,20,FEMENINO,111
14,14024,20,MASCULINO,25
14,14024,21,FEMENINO,35
14,14024,21,MASCULINO,26
14,14024,22,FEMENINO,95
14,14024,22,MASCULINO,21
14,14024,23,FEMENINO,138
14,14024,23,MASCULINO,15
14,14024,24,FEMENINO,104
14,14024,24,MASCULINO,8
14,14024,25,FEMENINO,81
14,14024,25,MASCULINO,8
14,14024,26,FEMENINO,104
14,14024,26,MASCULINO,14
14,14024,27,FEMENINO,61
14,14024,27,MASCULINO,34
14,14024,28,FEMENINO,115
14,14024,28,MASCULINO,17
14,14024,29,FEMENINO,100
14,14024,29,MASCULINO,19
14,14025,18,FEMENINO,33
14,14025,18,MASCULINO,28
14,14025,19,FEMENINO,34
14,14025,19,MASCULINO,27
14,14025,20,FEMENINO,55
14,14025,20,MASCULINO,7
14,14025,21,FEMENINO,51
14,14025,21,MASCULINO,41
14,14025,22,FEMENINO,53
14,14025,22,MASCULINO,14
14,14025,23,FEMENINO,63
14,14025,23,MASCULINO,19
14,14025,24,FEMENINO,72
14,14025,24,MASCULINO,27
14,14025,25,FEMENINO,45
14,14025,25,MASCULINO,16
14,14025,26,FEMENINO,70
14,14025,26,MASCULINO,18
14,14025,27,FEMENINO,57
14,14025,27,MASCULINO,23
14,14025,28,FEMENINO,58
14,14025,28,MASCULINO,20
14,14025,29,FEMENINO,46
14,14025,29,MASCULINO,23
14,14026,18,FEMENINO,14
14,14026,18,MASCULINO,6
14,14026,19,FEMENINO,17
14,14026,19,MASCULINO,2
14,14026,20,FEMENINO,19
14,14026,21,FEMENINO,11
14,14026,21,MASCULINO,1
14,14026,22,FEMENINO,24
14,14026,22,MASCULINO,3
14,14026,23,FEMENINO,35
14,14026,23,MASCULINO,6
14,14026,24,FEMENINO,33
14,14026,24,MASCULINO,2
14,14026,25,FEMENINO,26
14,14026,25,MASCULINO,2
14,14026,26,FEMENINO,16
14,14026,27,FEMENINO,25
14,14026,27,MASCULINO,2
14,14026,28,FEMENINO,29
14,14026,29,FEMENINO,34
14,14026,29,MASCULINO,4
14,14027,18,FEMENINO,62
14,14027,18,MASCULINO,41
14,14027,19,FEMENINO,74
14,14027,19,MASCULINO,28
14,14027,20,FEMENINO,82
14,14027,20,MASCULINO,44
14,14027,21,FEMENINO,77
14,14027,21,MASCULINO,33
14,14027,22,FEMENINO,58
14,14027,22,MASCULINO,29
14,14027,23,FEMENINO,86
14,14027,23,MASCULINO,33
14,14027,24,FEMENINO,117
14,14027,24,MASCULINO,21
14,14027,25,FEMENINO,94
14,14027,25,MASCULINO,29
14,14027,26,FEMENINO,92
14,14027,26,MASCULINO,21
14,14027,27,FEMENINO,110
14,14027,27,MASCULINO,28
14,14027,28,FEMENINO,72
14,14027,28,MASCULINO,67
14,14027,29,FEMENINO,106
14,14027,29,MASCULINO,9
14,14028,18,FEMENINO,5
14,14028,18,MASCULINO,2
14,14028,19,FEMENINO,5
14,14028,19,MASCULINO,4
14,14028,20,FEMENINO,10
14,14028,20,MASCULINO,3
14,14028,21,FEMENINO,4
14,14028,21,MASCULINO,4
14,14028,22,FEMENINO,4
14,14028,22,MASCULINO,2
14,14028,23,FEMENINO,8
14,14028,23,MASCULINO,2
14,14028,24,FEMENINO,7
14,14028,24,MASCULINO,2
14,14028,25,FEMENINO,6
14,14028,25,MASCULINO,1
14,14028,26,FEMENINO,13
14,14028,26,MASCULINO,2
14,14028,27,FEMENINO,7
14,14028,27,MASCULINO,3
14,14028,28,FEMENINO,13
14,14028,28,MASCULINO,1
14,14028,29,FEMENINO,10
14,14028,29,MASCULINO,2
14,14029,18,FEMENINO,73
14,14029,18,MASCULINO,20
14,14029,19,FEMENINO,55
14,14029,19,MASCULINO,39
14,14029,20,FEMENINO,97
14,14029,20,MASCULINO,23
14,14029,21,FEMENINO,89
14,14029,21,MASCULINO,10
14,14029,22,FEMENINO,64
14,14029,22,MASCULINO,12
14,14029,23,FEMENINO,40
14,14029,23,MASCULINO,23
14,14029,24,FEMENINO,77
14,14029,24,MASCULINO,20
14,14029,25,FEMENINO,74
14,14029,25,MASCULINO,11
14,14029,26,FEMENINO,99
14,14029,26,MASCULINO,10
14,14029,27,FEMENINO,79
14,14029,27,MASCULINO,15
14,14029,28,FEMENINO,96
14,14029,28,MASCULINO,16
14,14029,29,FEMENINO,123
14,14029,29,MASCULINO,20
14,14030,18,FEMENINO,189
14,14030,18,MASCULINO,144
14,14030,19,FEMENINO,157
14,14030,19,MASCULINO,218
14,14030,20,FEMENINO,231
14,14030,20,MASCULINO,63
14,14030,21,FEMENINO,110
14,14030,21,MASCULINO,11
14,14030,22,FEMENINO,138
14,14030,22,MASCULINO,41
14,14030,23,FEMENINO,204
14,14030,23,MASCULINO,59
14,14030,24,FEMENINO,193
14,14030,24,MASCULINO,35
14,14030,25,FEMENINO,111
14,14030,25,MASCULINO,50
14,14030,26,FEMENINO,121
14,14030,26,MASCULINO,8
14,14030,27,FEMENINO,88
14,14030,27,MASCULINO,38
14,14030,28,FEMENINO,175
14,14030,28,MASCULINO,49
14,14030,29,FEMENINO,114
14,14030,29,MASCULINO,48
14,14031,18,FEMENINO,10
14,14031,18,MASCULINO,5
14,14031,19,FEMENINO,13
14,14031,19,MASCULINO,5
14,14031,20,FEMENINO,7
14,14031,20,MASCULINO,6
14,14031,21,FEMENINO,8
14,14031,21,MASCULINO,8
14,14031,22,FEMENINO,12
14,14031,22,MASCULINO,10
14,14031,23,FEMENINO,14
14,14031,23,MASCULINO,5
14,14031,24,FEMENINO,9
14,14031,24,MASCULINO,6
14,14031,25,FEMENINO,9
14,14031,25,MASCULINO,4
14,14031,26,FEMENINO,11
14,14031,26,MASCULINO,8
14,14031,27,FEMENINO,17
14,14031,27,MASCULINO,8
14,14031,28,FEMENINO,24
14,14031,28,MASCULINO,6
14,14031,29,FEMENINO,14
14,14031,29,MASCULINO,9
14,14032,18,FEMENINO,29
14,14032,18,MASCULINO,7
14,14032,19,FEMENINO,37
14,14032,19,MASCULINO,15
14,14032,20,FEMENINO,28
14,14032,20,MASCULINO,10
14,14032,21,FEMENINO,26
14,14032,21,MASCULINO,15
14,14032,22,FEMENINO,38
14,14032,22,MASCULINO,8
14,14032,23,FEMENINO,26
14,14032,23,MASCULINO,6
14,14032,24,FEMENINO,33
14,14032,24,MASCULINO,3
14,14032,25,FEMENINO,25
14,14032,25,MASCULINO,15
14,14032,26,FEMENINO,39
14,14032,26,MASCULINO,8
14,14032,27,FEMENINO,39
14,14032,27,MASCULINO,7
14,14032,28,FEMENINO,18
14,14032,28,MASCULINO,6
14,14032,29,FEMENINO,25
14,14032,29,MASCULINO,2
14,14033,18,FEMENINO,90
14,14033,18,MASCULINO,35
14,14033,19,FEMENINO,83
14,14033,19,MASCULINO,15
14,14033,20,FEMENINO,100
14,14033,20,MASCULINO,24
14,14033,21,FEMENINO,77
14,14033,21,MASCULINO,30
14,14033,22,FEMENINO,103
14,14033,22,MASCULINO,13
14,14033,23,FEMENINO,66
14,14033,23,MASCULINO,31
14,14033,24,FEMENINO,85
14,14033,24,MASCULINO,9
14,14033,25,FEMENINO,115
14,14033,25,MASCULINO,39
14,14033,26,FEMENINO,98
14,14033,26,MASCULINO,36
14,14033,27,FEMENINO,78
14,14033,27,MASCULINO,9
14,14033,28,FEMENINO,129
14,14033,28,MASCULINO,24
14,14033,29,FEMENINO,107
14,14033,29,MASCULINO,19
14,14034,18,FEMENINO,3
14,14034,18,MASCULINO,4
14,14034,19,FEMENINO,1
14,14034,19,MASCULINO,1
14,14034,20,FEMENINO,3
14,14034,20,MASCULINO,3
14,14034,21,FEMENINO,4
14,14034,21,MASCULINO,1
14,14034,22,FEMENINO,5
14,14034,22,MASCULINO,1
14,14034,23,FEMENINO,2
14,14034,23,MASCULINO,5
14,14034,24,FEMENINO,2
14,14034,24,MASCULINO,2
14,14034,25,FEMENINO,5
14,14034,25,MASCULINO,2
14,14034,26,FEMENINO,4
14,14034,27,FEMENINO,4
14,14034,27,MASCULINO,1
14,14034,28,FEMENINO,11
14,14034,28,MASCULINO,1
14,14034,29,FEMENINO,8
14,14034,29,MASCULINO,2
14,14035,18,FEMENINO,126
14,14035,18,MASCULINO,39
14,14035,19,FEMENINO,174
14,14035,19,MASCULINO,50
14,14035,20,FEMENINO,195
14,14035,20,MASCULINO,18
14,14035,21,FEMENINO,150
14,14035,21,MASCULINO,74
14,14035,22,FEMENINO,187
14,14035,22,MASCULINO,42
14,14035,23,FEMENINO,237
14,14035,23,MASCULINO,27
14,14035,24,FEMENINO,182
14,14035,24,MASCULINO,12
14,14035,25,FEMENINO,260
14,14035,25,MASCULINO,40
14,14035,26,FEMENINO,232
14,14035,26,MASCULINO,53
14,14035,27,FEMENINO,203
14,14035,27,MASCULINO,34
14,14035,28,FEMENINO,320
14,14035,28,MASCULINO,24
14,14035,29,FEMENINO,245
14,14035,29,MASCULINO,32
14,14036,18,FEMENINO,91
14,14036,18,MASCULINO,22
14,14036,19,FEMENINO,54
14,14036,19,MASCULINO,12
14,14036,20,FEMENINO,54
14,14036,20,MASCULINO,38
14,14036,21,FEMENINO,59
14,14036,21,MASCULINO,11
14,14036,22,FEMENINO,68
14,14036,22,MASCULINO,23
14,14036,23,FEMENINO,38
14,14036,23,MASCULINO,21
14,14036,24,FEMENINO,82
14,14036,24,MASCULINO,31
14,14036,25,FEMENINO,62
14,14036,25,MASCULINO,12
14,14036,26,FEMENINO,57
14,14036,26,MASCULINO,16
14,14036,27,FEMENINO,75
14,14036,27,MASCULINO,7
14,14036,28,FEMENINO,71
14,14036,28,MASCULINO,8
14,14036,29,FEMENINO,74
14,14036,29,MASCULINO,5
14,14037,18,FEMENINO,46
14,14037,18,MASCULINO,41
14,14037,19,FEMENINO,72
14,14037,19,MASCULINO,12
14,14037,20,FEMENINO,133
14,14037,20,MASCULINO,24
14,14037,21,FEMENINO,79
14,14037,21,MASCULINO,23
14,14037,22,FEMENINO,82
14,14037,22,MASCULINO,25
14,14037,23,FEMENINO,72
14,14037,23,MASCULINO,13
14,14037,24,FEMENINO,80
14,14037,24,MASCULINO,33
14,14037,25,FEMENINO,106
14,14037,25,MASCULINO,19
14,14037,26,FEMENINO,82
14,14037,26,MASCULINO,22
14,14037,27,FEMENINO,112
14,14037,27,MASCULINO,8
14,14037,28,FEMENINO,138
14,14037,28,MASCULINO,14
14,14037,29,FEMENINO,88
14,14037,29,MASCULINO,12
14,14038,18,FEMENINO,11
14,14038,18,MASCULINO,7
14,14038,19,FEMENINO,16
14,14038,19,MASCULINO,4
14,14038,20,FEMENINO,13
14,14038,20,MASCULINO,3
14,14038,21,FEMENINO,13
14,14038,21,MASCULINO,6
14,14038,22,FEMENINO,14
14,14038,22,MASCULINO,4
14,14038,23,FEMENINO,21
14,14038,23,MASCULINO,5
14,14038,24,FEMENINO,15
14,14038,24,MASCULINO,5
14,14038,25,FEMENINO,11
14,14038,25,MASCULINO,4
14,14038,26,FEMENINO,15
14,14038,26,MASCULINO,5
14,14038,27,FEMENINO,20
14,14038,27,MASCULINO,4
14,14038,28,FEMENINO,22
14,14038,28,MASCULINO,3
14,14038,29,FEMENINO,20
14,14038,29,MASCULINO,3
14,14039,18,FEMENINO,3437
14,14039,18,MASCULINO,2051
14,14039,19,FEMENINO,2724
14,14039,19,MASCULINO,2387
14,14039,20,FEMENINO,3124
14,14039,20,MASCULINO,1349
14,14039,21,FEMENINO,2300
14,14039,21,MASCULINO,1397
14,14039,22,FEMENINO,2742
14,14039,22,MASCULINO,1509
14,14039,23,FEMENINO,2828
14,14039,23,MASCULINO,1684
14,14039,24,FEMENINO,3673
14,14039,24,MASCULINO,1774
14,14039,25,FEMENINO,3910
14,14039,25,MASCULINO,1917
14,14039,26,FEMENINO,4180
14,14039,26,MASCULINO,1051
14,14039,27,FEMENINO,3250
14,14039,27,MASCULINO,1368
14,14039,28,FEMENINO,3572
14,14039,28,MASCULINO,848
14,14039,29,FEMENINO,3449
14,14039,29,MASCULINO,624
14,14040,18,FEMENINO,40
14,14040,18,MASCULINO,26
14,14040,19,FEMENINO,34
14,14040,19,MASCULINO,19
14,14040,20,FEMENINO,38
14,14040,20,MASCULINO,22
14,14040,21,FEMENINO,33
14,14040,21,MASCULINO,15
14,14040,22,FEMENINO,42
14,14040,22,MASCULINO,16
14,14040,23,FEMENINO,43
14,14040,23,MASCULINO,13
14,14040,24,FEMENINO,40
14,14040,25,FEMENINO,62
14,14040,25,MASCULINO,13
14,14040,26,FEMENINO,51
14,14040,26,MASCULINO,11
14,14040,27,FEMENINO,30
14,14040,27,MASCULINO,16
14,14040,28,FEMENINO,33
14,14040,28,MASCULINO,14
14,14040,29,FEMENINO,58
14,14040,29,MASCULINO,3
14,14041,18,FEMENINO,11
14,14041,18,MASCULINO,6
14,14041,19,FEMENINO,6
14,14041,19,MASCULINO,12
14,14041,20,FEMENINO,23
14,14041,20,MASCULINO,4
14,14041,21,FEMENINO,29
14,14041,21,MASCULINO,4
14,14041,22,FEMENINO,10
14,14041,22,MASCULINO,2
14,14041,23,FEMENINO,24
14,14041,23,MASCULINO,15
14,14041,24,FEMENINO,10
14,14041,24,MASCULINO,6
14,14041,25,FEMENINO,30
14,14041,25,MASCULINO,9
14,14041,26,FEMENINO,20
14,14041,26,MASCULINO,5
14,14041,27,FEMENINO,22
14,14041,27,MASCULINO,8
14,14041,28,FEMENINO,14
14,14041,28,MASCULINO,4
14,14041,29,FEMENINO,9
14,14041,29,MASCULINO,5
14,14042,18,FEMENINO,33
14,14042,18,MASCULINO,14
14,14042,19,FEMENINO,46
14,14042,19,MASCULINO,18
14,14042,20,FEMENINO,44
14,14042,20,MASCULINO,21
14,14042,21,FEMENINO,56
14,14042,21,MASCULINO,19
14,14042,22,FEMENINO,31
14,14042,22,MASCULINO,14
14,14042,23,FEMENINO,46
14,14042,23,MASCULINO,22
14,14042,24,FEMENINO,53
14,14042,24,MASCULINO,10
14,14042,25,FEMENINO,62
14,14042,25,MASCULINO,12
14,14042,26,FEMENINO,47
14,14042,26,MASCULINO,13
14,14042,27,FEMENINO,39
14,14042,27,MASCULINO,10
14,14042,28,FEMENINO,56
14,14042,28,MASCULINO,19
14,14042,29,FEMENINO,44
14,14042,29,MASCULINO,8
14,14043,18,FEMENINO,88
14,14043,18,MASCULINO,16
14,14043,19,FEMENINO,72
14,14043,19,MASCULINO,28
14,14043,20,FEMENINO,61
14,14043,20,MASCULINO,17
14,14043,21,FEMENINO,82
14,14043,21,MASCULINO,12
14,14043,22,FEMENINO,66
14,14043,22,MASCULINO,25
14,14043,23,FEMENINO,85
14,14043,23,MASCULINO,22
14,14043,24,FEMENINO,70
14,14043,24,MASCULINO,10
14,14043,25,FEMENINO,75
14,14043,25,MASCULINO,42
14,14043,26,FEMENINO,81
14,14043,26,MASCULINO,24
14,14043,27,FEMENINO,115
14,14043,27,MASCULINO,12
14,14043,28,FEMENINO,85
14,14043,28,MASCULINO,28
14,14043,29,FEMENINO,64
14,14043,29,MASCULINO,17
14,14044,18,FEMENINO,201
14,14044,18,MASCULINO,179
14,14044,19,FEMENINO,243
14,14044,19,MASCULINO,175
14,14044,20,FEMENINO,312
14,14044,20,MASCULINO,127
14,14044,21,FEMENINO,228
14,14044,21,MASCULINO,81
14,14044,22,FEMENINO,259
14,14044,22,MASCULINO,89
14,14044,23,FEMENINO,337
14,14044,23,MASCULINO,84
14,14044,24,FEMENINO,254
14,14044,24,MASCULINO,55
14,14044,25,FEMENINO,344
14,14044,25,MASCULINO,65
14,14044,26,FEMENINO,267
14,14044,26,MASCULINO,117
14,14044,27,FEMENINO,173
14,14044,27,MASCULINO,77
14,14044,28,FEMENINO,280
14,14044,28,MASCULINO,43
14,14044,29,FEMENINO,275
14,14044,29,MASCULINO,71
14,14045,18,FEMENINO,59
14,14045,18,MASCULINO,42
14,14045,19,FEMENINO,66
14,14045,19,MASCULINO,23
14,14045,20,FEMENINO,96
14,14045,20,MASCULINO,15
14,14045,21,FEMENINO,68
14,14045,21,MASCULINO,27
14,14045,22,FEMENINO,88
14,14045,22,MASCULINO,16
14,14045,23,FEMENINO,87
14,14045,23,MASCULINO,8
14,14045,24,FEMENINO,71
14,14045,24,MASCULINO,29
14,14045,25,FEMENINO,62
14,14045,25,MASCULINO,19
14,14045,26,FEMENINO,98
14,14045,26,MASCULINO,7
14,14045,27,FEMENINO,84
14,14045,27,MASCULINO,4
14,14045,28,FEMENINO,103
14,14045,28,MASCULINO,16
14,14045,29,FEMENINO,70
14,14045,29,MASCULINO,3
14,14046,18,FEMENINO,128
14,14046,18,MASCULINO,44
14,14046,19,FEMENINO,114
14,14046,19,MASCULINO,20
14,14046,20,FEMENINO,114
14,14046,20,MASCULINO,40
14,14046,21,FEMENINO,126
14,14046,21,MASCULINO,20
14,14046,22,FEMENINO,126
14,14046,22,MASCULINO,13
14,14046,23,FEMENINO,101
14,14046,23,MASCULINO,45
14,14046,24,FEMENINO,108
14,14046,24,MASCULINO,50
14,14046,25,FEMENINO,123
14,14046,25,MASCULINO,48
14,14046,26,FEMENINO,88
14,14046,26,MASCULINO,38
14,14046,27,FEMENINO,134
14,14046,27,MASCULINO,54
14,14046,28,FEMENINO,138
14,14046,28,MASCULINO,32
14,14046,29,FEMENINO,175
14,14046,29,MASCULINO,47
14,14047,18,FEMENINO,77
14,14047,18,MASCULINO,41
14,14047,19,FEMENINO,67
14,14047,19,MASCULINO,30
14,14047,20,FEMENINO,98
14,14047,20,MASCULINO,34
14,14047,21,FEMENINO,80
14,14047,21,MASCULINO,48
14,14047,22,FEMENINO,131
14,14047,22,MASCULINO,27
14,14047,23,FEMENINO,108
14,14047,23,MASCULINO,43
14,14047,24,FEMENINO,128
14,14047,24,MASCULINO,27
14,14047,25,FEMENINO,113
14,14047,25,MASCULINO,21
14,14047,26,FEMENINO,88
14,14047,26,MASCULINO,22
14,14047,27,FEMENINO,103
14,14047,27,MASCULINO,22
14,14047,28,FEMENINO,101
14,14047,28,MASCULINO,24
14,14047,29,FEMENINO,121
14,14047,29,MASCULINO,10
14,14048,18,FEMENINO,78
14,14048,18,MASCULINO,30
14,14048,19,FEMENINO,59
14,14048,19,MASCULINO,19
14,14048,20,FEMENINO,62
14,14048,20,MASCULINO,4
14,14048,21,FEMENINO,47
14,14048,21,MASCULINO,23
14,14048,22,FEMENINO,95
14,14048,22,MASCULINO,22
14,14048,23,FEMENINO,70
14,14048,23,MASCULINO,25
14,14048,24,FEMENINO,59
14,14048,24,MASCULINO,21
14,14048,25,FEMENINO,51
14,14048,25,MASCULINO,4
14,14048,26,FEMENINO,79
14,14048,26,MASCULINO,4
14,14048,27,FEMENINO,95
14,14048,27,MASCULINO,8
14,14048,28,FEMENINO,89
14,14048,28,MASCULINO,8
14,14048,29,FEMENINO,89
14,14049,18,FEMENINO,46
14,14049,18,MASCULINO,8
14,14049,19,FEMENINO,33
14,14049,19,MASCULINO,6
14,14049,20,FEMENINO,43
14,14049,20,MASCULINO,12
14,14049,21,FEMENINO,31
14,14049,21,MASCULINO,8
14,14049,22,FEMENINO,40
14,14049,22,MASCULINO,7
14,14049,23,FEMENINO,41
14,14049,23,MASCULINO,5
14,14049,24,FEMENINO,47
14,14049,24,MASCULINO,2
14,14049,25,FEMENINO,51
14,14049,25,MASCULINO,11
14,14049,26,FEMENINO,58
14,14049,26,MASCULINO,7
14,14049,27,FEMENINO,46
14,14049,27,MASCULINO,15
14,14049,28,FEMENINO,61
14,14049,28,MASCULINO,5
14,14049,29,FEMENINO,55
14,14049,29,MASCULINO,8
14,14050,18,FEMENINO,175
14,14050,18,MASCULINO,50
14,14050,19,FEMENINO,125
14,14050,19,MASCULINO,44
14,14050,20,FEMENINO,179
14,14050,20,MASCULINO,28
14,14050,21,FEMENINO,135
14,14050,21,MASCULINO,23
14,14050,22,FEMENINO,133
14,14050,22,MASCULINO,8
14,14050,23,FEMENINO,221
14,14050,23,MASCULINO,8
14,14050,24,FEMENINO,129
14,14050,24,MASCULINO,67
14,14050,25,FEMENINO,233
14,14050,25,MASCULINO,32
14,14050,26,FEMENINO,215
14,14050,26,MASCULINO,35
14,14050,27,FEMENINO,143
14,14050,27,MASCULINO,30
14,14050,28,FEMENINO,181
14,14050,28,MASCULINO,12
14,14050,29,FEMENINO,138
14,14050,29,MASCULINO,10
14,14051,18,FEMENINO,170
14,14051,18,MASCULINO,67
14,14051,19,FEMENINO,64
14,14051,19,MASCULINO,30
14,14051,20,FEMENINO,85
14,14051,20,MASCULINO,46
14,14051,21,FEMENINO,122
14,14051,21,MASCULINO,27
14,14051,22,FEMENINO,141
14,14051,22,MASCULINO,47
14,14051,23,FEMENINO,118
14,14051,23,MASCULINO,26
14,14051,24,FEMENINO,160
14,14051,24,MASCULINO,29
14,14051,25,FEMENINO,142
14,14051,25,MASCULINO,17
14,14051,26,FEMENINO,193
14,14051,26,MASCULINO,26
14,14051,27,FEMENINO,124
14,14051,27,MASCULINO,15
14,14051,28,FEMENINO,147
14,14051,28,MASCULINO,15
14,14051,29,FEMENINO,130
14,14051,29,MASCULINO,18
14,14052,18,FEMENINO,33
14,14052,18,MASCULINO,7
14,14052,19,FEMENINO,23
14,14052,19,MASCULINO,4
14,14052,20,FEMENINO,19
14,14052,20,MASCULINO,4
14,14052,21,FEMENINO,12
14,14052,21,MASCULINO,8
14,14052,22,FEMENINO,14
14,14052,22,MASCULINO,3
14,14052,23,FEMENINO,24
14,14052,23,MASCULINO,2
14,14052,24,FEMENINO,15
14,14052,24,MASCULINO,1
14,14052,25,FEMENINO,28
14,14052,25,MASCULINO,6
14,14052,26,FEMENINO,29
14,14052,26,MASCULINO,2
14,14052,27,FEMENINO,9
14,14052,27,MASCULINO,2
14,14052,28,FEMENINO,28
14,14052,28,MASCULINO,5
14,14052,29,FEMENINO,34
14,14052,29,MASCULINO,3
14,14053,18,FEMENINO,841
14,14053,18,MASCULINO,176
14,14053,19,FEMENINO,609
14,14053,19,MASCULINO,187
14,14053,20,FEMENINO,486
14,14053,20,MASCULINO,197
14,14053,21,FEMENINO,420
14,14053,21,MASCULINO,270
14,14053,22,FEMENINO,493
14,14053,22,MASCULINO,226
14,14053,23,FEMENINO,584
14,14053,23,MASCULINO,200
14,14053,24,FEMENINO,508
14,14053,24,MASCULINO,148
14,14053,25,FEMENINO,683
14,14053,25,MASCULINO,120
14,14053,26,FEMENINO,661
14,14053,26,MASCULINO,121
14,14053,27,FEMENINO,572
14,14053,27,MASCULINO,171
14,14053,28,FEMENINO,956
14,14053,28,MASCULINO,125
14,14053,29,FEMENINO,645
14,14053,29,MASCULINO,141
14,14054,18,FEMENINO,3
14,14054,18,MASCULINO,3
14,14054,19,FEMENINO,11
14,14054,19,MASCULINO,1
14,14054,20,FEMENINO,8
14,14054,20,MASCULINO,2
14,14054,21,FEMENINO,16
14,14054,21,MASCULINO,2
14,14054,22,FEMENINO,8
14,14054,23,FEMENINO,15
14,14054,23,MASCULINO,4
14,14054,24,FEMENINO,12
14,14054,24,MASCULINO,2
14,14054,25,FEMENINO,9
14,14054,26,FEMENINO,9
14,14054,27,FEMENINO,4
14,14054,27,MASCULINO,5
14,14054,28,FEMENINO,4
14,14054,28,MASCULINO,5
14,14054,29,FEMENINO,8
14,14054,29,MASCULINO,4
14,14055,18,FEMENINO,34
14,14055,18,MASCULINO,36
14,14055,19,FEMENINO,53
14,14055,19,MASCULINO,29
14,14055,20,FEMENINO,77
14,14055,20,MASCULINO,18
14,14055,21,FEMENINO,83
14,14055,21,MASCULINO,23
14,14055,22,FEMENINO,79
14,14055,22,MASCULINO,33
14,14055,23,FEMENINO,77
14,14055,23,MASCULINO,45
14,14055,24,FEMENINO,101
14,14055,24,MASCULINO,24
14,14055,25,FEMENINO,136
14,14055,25,MASCULINO,23
14,14055,26,FEMENINO,83
14,14055,26,MASCULINO,11
14,14055,27,FEMENINO,98
14,14055,27,MASCULINO,26
14,14055,28,FEMENINO,105
14,14055,28,MASCULINO,14
14,14055,29,FEMENINO,88
14,14055,29,MASCULINO,11
14,14056,18,FEMENINO,4
14,14056,18,MASCULINO,5
14,14056,19,FEMENINO,11
14,14056,19,MASCULINO,2
14,14056,20,FEMENINO,7
14,14056,20,MASCULINO,4
14,14056,21,FEMENINO,9
14,14056,21,MASCULINO,5
14,14056,22,FEMENINO,5
14,14056,22,MASCULINO,2
14,14056,23,FEMENINO,8
14,14056,23,MASCULINO,2
14,14056,24,FEMENINO,14
14,14056,24,MASCULINO,2
14,14056,25,FEMENINO,9
14,14056,25,MASCULINO,3
14,14056,26,FEMENINO,4
14,14056,26,MASCULINO,4
14,14056,27,FEMENINO,9
14,14056,28,FEMENINO,5
14,14056,28,MASCULINO,1
14,14056,29,FEMENINO,5
14,14057,18,FEMENINO,13
14,14057,18,MASCULINO,3
14,14057,19,FEMENINO,19
14,14057,19,MASCULINO,5
14,14057,20,FEMENINO,13
14,14057,20,MASCULINO,2
14,14057,21,FEMENINO,17
14,14057,21,MASCULINO,1
14,14057,22,FEMENINO,19
14,14057,22,MASCULINO,2
14,14057,23,FEMENINO,18
14,14057,23,MASCULINO,4
14,14057,24,FEMENINO,13
14,14057,24,MASCULINO,2
14,14057,25,FEMENINO,21
14,14057,25,MASCULINO,4
14,14057,26,FEMENINO,18
14,14057,27,FEMENINO,23
