año,cve_mun,cve_ent,candidatos_estimados,beneficiarios,tasa
2025,26069,26,388,63,0.16237113402061856
2019,26070,26,786,6,0.007633587786259542
2020,26070,26,790,6,0.007594936708860759
2021,26070,26,794,7,0.008816120906801008
2022,26070,26,797,6,0.0075282308657465494
2023,26070,26,800,9,0.01125
2024,26070,26,802,4,0.004987531172069825
2025,26070,26,804,0,0.0
2019,26071,26,1416,40,0.02824858757062147
2020,26071,26,1423,33,0.023190442726633873
2021,26071,26,1430,20,0.013986013986013986
2022,26071,26,1436,8,0.005571030640668524
2023,26071,26,1441,95,0.0659264399722415
2024,26071,26,1445,103,0.07128027681660899
2025,26071,26,1449,190,0.13112491373360938
2019,26072,26,932,20,0.02145922746781116
2020,26072,26,936,30,0.03205128205128205
2021,26072,26,941,31,0.03294367693942614
2022,26072,26,945,65,0.06878306878306878
2023,26072,26,948,141,0.14873417721518986
2024,26072,26,951,137,0.1440588853838065
2025,26072,26,953,212,0.22245540398740818
2019,27001,27,3973,2946,0.7415051598288447
2020,27001,27,3925,3032,0.772484076433121
2021,27001,27,3905,2790,0.7144686299615877
2022,27001,27,3886,2032,0.5229027277406073
2023,27001,27,3871,2349,0.6068199431671403
2024,27001,27,3861,1744,0.4516964516964517
2025,27001,27,3858,1150,0.29808190772420945
2019,27002,27,17313,8658,0.500086640097037
2020,27002,27,17103,10323,0.6035783195930539
2021,27002,27,17016,8901,0.5230959097320169
2022,27002,27,16934,6859,0.4050431085390339
2023,27002,27,16867,4955,0.29376889784786864
2024,27002,27,16824,4320,0.25677603423680456
2025,27002,27,16810,1697,0.10095181439619275
2019,27003,27,10279,10995,1.0696565813795116
2020,27003,27,10154,13142,1.294268268662596
2021,27003,27,10102,5369,0.5314789150663235
2022,27003,27,10054,2902,0.28864133678138054
2023,27003,27,10014,2295,0.22917914919113241
2024,27003,27,9988,1703,0.17050460552663196
2025,27003,27,9980,1649,0.16523046092184368
2019,27004,27,38033,18818,0.49478084821076435
2020,27004,27,37572,21158,0.5631321196635792
2021,27004,27,37381,13299,0.35576897354270887
2022,27004,27,37201,9910,0.26639068842235425
2023,27004,27,37054,7597,0.20502509850488476
2024,27004,27,36960,6349,0.17178030303030303
2025,27004,27,36928,8379,0.2269009965337955
2019,27005,27,15507,12040,0.7764235506545432
2020,27005,27,15319,16235,1.0597950257849729
2021,27005,27,15241,11226,0.7365658421363428
2022,27005,27,15168,7890,0.5201740506329114
2023,27005,27,15108,5584,0.36960550701615036
2024,27005,27,15069,3994,0.26504744840400823
2025,27005,27,15056,2234,0.14837938363443146
2019,27006,27,8298,3643,0.43902145095203665
2020,27006,27,8197,4339,0.5293400024399171
2021,27006,27,8155,3316,0.4066217044757817
2022,27006,27,8116,2308,0.28437654016757025
2023,27006,27,8084,2585,0.31976744186046513
2024,27006,27,8063,2209,0.2739675058911075
2025,27006,27,8056,1552,0.1926514399205561
2019,27007,27,1992,2655,1.3328313253012047
2020,27007,27,1968,2947,1.497459349593496
2021,27007,27,1958,1817,0.9279877425944841
2022,27007,27,1949,1180,0.6054386865059005
2023,27007,27,1941,1083,0.5579598145285936
2024,27007,27,1936,681,0.3517561983471074
2025,27007,27,1934,643,0.3324715615305067
2019,27008,27,16190,6665,0.41167387276096357
2020,27008,27,15994,8254,0.5160685256971365
2021,27008,27,15913,7121,0.44749575818513165
2022,27008,27,15836,5840,0.3687799949482192
2023,27008,27,15774,5803,0.36788385951565866
2024,27008,27,15733,4444,0.2824636115171932
2025,27008,27,15720,725,0.04611959287531807
2019,27009,27,2648,3340,1.2613293051359518
2020,27009,27,2616,3756,1.4357798165137614
2021,27009,27,2603,2079,0.7986938148290434
2022,27009,27,2590,1437,0.5548262548262548
2023,27009,27,2580,1567,0.6073643410852713
2024,27009,27,2573,1438,0.5588806840264283
2025,27009,27,2571,276,0.1073512252042007
2019,27010,27,7265,7301,1.0049552649690296
2020,27010,27,7177,8751,1.2193116901212206
2021,27010,27,7140,5344,0.7484593837535014
2022,27010,27,7106,3185,0.44821277793414016
2023,27010,27,7078,2857,0.4036450974851653
2024,27010,27,7060,2235,0.31657223796033995
2025,27010,27,7054,1295,0.183583782251205
2019,27011,27,2370,3389,1.429957805907173
2020,27011,27,2341,5004,2.13754805638616
2021,27011,27,2329,2949,1.266208673250322
2022,27011,27,2318,563,0.24288179465056084
2023,27011,27,2309,860,0.37245560848852316
2024,27011,27,2303,748,0.3247937472861485
2025,27011,27,2301,684,0.29726205997392435
2019,27012,27,14246,14074,0.9879264354906641
2020,27012,27,14073,17307,1.229801748028139
2021,27012,27,14001,9549,0.6820227126633812
2022,27012,27,13934,5341,0.3833070188029281
2023,27012,27,13879,3914,0.28200879025866415
2024,27012,27,13844,2652,0.1915631320427622
2025,27012,27,13832,1312,0.09485251590514748
2019,27013,27,9734,8212,0.8436408465173618
2020,27013,27,9616,9698,1.0085274542429286
2021,27013,27,9567,3540,0.370021950454688
2022,27013,27,9521,1327,0.1393761159542065
2023,27013,27,9484,2073,0.2185786587937579
2024,27013,27,9459,1842,0.19473517285125277
2025,27013,27,9451,1455,0.153951962755264
2019,27014,27,6571,2446,0.3722416679348653
2020,27014,27,6491,2913,0.44877522723771374
2021,27014,27,6458,1963,0.30396407556519045
2022,27014,27,6427,1378,0.21440796639178467
2023,27014,27,6402,1439,0.2247735082786629
2024,27014,27,6385,1178,0.18449490994518403
2025,27014,27,6380,1462,0.22915360501567397
2019,27015,27,3840,3632,0.9458333333333333
2020,27015,27,3793,4217,1.1117848668600052
2021,27015,27,3774,2340,0.6200317965023847
2022,27015,27,3756,1645,0.43796592119275823
2023,27015,27,3741,1715,0.45843357391071904
2024,27015,27,3731,992,0.26588046100241225
2025,27015,27,3728,828,0.22210300429184548
2019,27016,27,4096,2753,0.672119140625
2020,27016,27,4046,2991,0.7392486406327237
2021,27016,27,4025,1805,0.4484472049689441
2022,27016,27,4006,1311,0.3272591113330005
2023,27016,27,3990,1549,0.38822055137844613
2024,27016,27,3980,1142,0.28693467336683415
2025,27016,27,3977,1053,0.2647724415388484
2019,27017,27,3824,3242,0.8478033472803347
2020,27017,27,3778,3474,0.9195341450502912
2021,27017,27,3759,2871,0.7637669592976856
2022,27017,27,3741,1927,0.5151029136594494
2023,27017,27,3726,1503,0.4033816425120773
2024,27017,27,3716,749,0.20156081808396126
2025,27017,27,3713,1044,0.28117425262590895
2019,28001,28,563,822,1.4600355239786855
2020,28001,28,565,969,1.7150442477876107
2021,28001,28,567,459,0.8095238095238095
2022,28001,28,569,274,0.48154657293497366
2023,28001,28,570,263,0.4614035087719298
2024,28001,28,572,176,0.3076923076923077
2025,28001,28,573,209,0.3647469458987784
2019,28002,28,1637,892,0.5448992058643861
2020,28002,28,1642,1052,0.6406820950060901
2021,28002,28,1648,967,0.5867718446601942
2022,28002,28,1653,733,0.44343617664851787
2023,28002,28,1657,701,0.4230537115268558
2024,28002,28,1662,420,0.2527075812274368
2025,28002,28,1667,334,0.20035992801439712
2019,28003,28,16209,2624,0.16188537232401753
2020,28003,28,16256,2860,0.17593503937007873
2021,28003,28,16316,1773,0.10866633978916401
2022,28003,28,16364,1323,0.08084820337325838
2023,28003,28,16407,1337,0.08148960809410617
2024,28003,28,16451,1015,0.06169837699835876
2025,28003,28,16499,371,0.022486211285532458
2019,28004,28,523,482,0.9216061185468452
2020,28004,28,525,638,1.2152380952380952
2021,28004,28,527,504,0.9563567362428842
2022,28004,28,528,328,0.6212121212121212
2023,28004,28,530,214,0.4037735849056604
2024,28004,28,531,102,0.192090395480226
2025,28004,28,533,62,0.11632270168855535
2019,28005,28,289,176,0.6089965397923875
2020,28005,28,290,236,0.8137931034482758
2021,28005,28,291,238,0.8178694158075601
2022,28005,28,292,126,0.4315068493150685
2023,28005,28,293,78,0.26621160409556316
2024,28005,28,293,80,0.27303754266211605
2025,28005,28,294,120,0.40816326530612246
2019,28006,28,609,473,0.7766830870279147
2020,28006,28,611,507,0.8297872340425532
2021,28006,28,613,284,0.4632952691680261
2022,28006,28,615,207,0.33658536585365856
2023,28006,28,617,136,0.22042139384116693
2024,28006,28,618,52,0.08414239482200647
2025,28006,28,620,129,0.20806451612903226
2019,28007,28,1298,44,0.03389830508474576
2020,28007,28,1302,50,0.03840245775729647
2021,28007,28,1307,27,0.020657995409334353
2022,28007,28,1311,10,0.007627765064836003
2023,28007,28,1314,26,0.0197869101978691
2024,28007,28,1318,19,0.014415781487101669
2025,28007,28,1321,104,0.07872823618470856
2019,28008,28,315,360,1.1428571428571428
2020,28008,28,316,336,1.0632911392405062
2021,28008,28,317,198,0.6246056782334385
2022,28008,28,318,126,0.39622641509433965
2023,28008,28,319,70,0.219435736677116
2024,28008,28,320,35,0.109375
2025,28008,28,321,58,0.1806853582554517
2019,28009,28,8490,874,0.10294464075382803
2020,28009,28,8515,881,0.10346447445684087
2021,28009,28,8546,675,0.07898432014977767
2022,28009,28,8571,484,0.05646949014117372
2023,28009,28,8594,649,0.07551780311845474
2024,28009,28,8617,528,0.061274225368457697
2025,28009,28,8642,656,0.07590835454755844
2019,28010,28,114,47,0.41228070175438597
2020,28010,28,114,78,0.6842105263157895
2021,28010,28,114,106,0.9298245614035088
2022,28010,28,115,82,0.7130434782608696
2023,28010,28,115,55,0.4782608695652174
2024,28010,28,115,49,0.4260869565217391
2025,28010,28,116,101,0.8706896551724138
2019,28011,28,491,115,0.23421588594704684
2020,28011,28,492,148,0.3008130081300813
2021,28011,28,494,130,0.2631578947368421
2022,28011,28,495,67,0.13535353535353536
2023,28011,28,497,98,0.19718309859154928
2024,28011,28,498,68,0.13654618473895583
2025,28011,28,499,119,0.23847695390781562
2019,28012,28,2680,1176,0.4388059701492537
2020,28012,28,2688,1349,0.5018601190476191
2021,28012,28,2698,771,0.2857672349888806
2022,28012,28,2706,502,0.18551367331855137
2023,28012,28,2713,430,0.158496129745669
2024,28012,28,2720,346,0.12720588235294117
2025,28012,28,2728,494,0.1810850439882698
2019,28013,28,1005,109,0.10845771144278607
2020,28013,28,1008,123,0.12202380952380952
2021,28013,28,1012,71,0.07015810276679842
2022,28013,28,1015,106,0.10443349753694581
2023,28013,28,1017,338,0.33235004916420846
2024,28013,28,1020,322,0.3156862745098039
2025,28013,28,1023,470,0.45943304007820135
2019,28014,28,329,141,0.42857142857142855
2020,28014,28,330,128,0.3878787878787879
2021,28014,28,331,24,0.07250755287009064
2022,28014,28,332,15,0.045180722891566265
2023,28014,28,333,4,0.012012012012012012
2024,28014,28,334,6,0.017964071856287425
2025,28014,28,335,29,0.08656716417910448
2019,28015,28,1012,86,0.08498023715415019
2020,28015,28,1015,81,0.07980295566502463
2021,28015,28,1019,9,0.008832188420019628
2022,28015,28,1022,5,0.004892367906066536
2023,28015,28,1024,13,0.0126953125
2024,28015,28,1027,10,0.009737098344693282
2025,28015,28,1030,74,0.07184466019417475
2019,28016,28,1133,194,0.17122683142100617
2020,28016,28,1136,192,0.16901408450704225
2021,28016,28,1140,71,0.062280701754385964
2022,28016,28,1144,45,0.039335664335664336
2023,28016,28,1147,56,0.04882301656495205
2024,28016,28,1150,94,0.0817391304347826
2025,28016,28,1153,314,0.2723330442324371
2019,28017,28,1080,225,0.20833333333333334
2020,28017,28,1083,254,0.234533702677747
2021,28017,28,1087,169,0.15547378104875806
2022,28017,28,1090,112,0.10275229357798166
2023,28017,28,1093,112,0.10247026532479414
2024,28017,28,1096,93,0.08485401459854014
2025,28017,28,1099,184,0.16742493175614195
2019,28018,28,349,237,0.6790830945558739
2020,28018,28,350,288,0.8228571428571428
2021,28018,28,351,173,0.4928774928774929
2022,28018,28,352,144,0.4090909090909091
2023,28018,28,353,205,0.5807365439093485
2024,28018,28,354,159,0.4491525423728814
2025,28018,28,355,188,0.5295774647887324
2019,28019,28,711,309,0.4345991561181435
2020,28019,28,713,345,0.4838709677419355
2021,28019,28,716,283,0.3952513966480447
2022,28019,28,718,175,0.24373259052924792
2023,28019,28,720,278,0.3861111111111111
2024,28019,28,722,190,0.2631578947368421
2025,28019,28,724,346,0.47790055248618785
2019,28020,28,117,39,0.3333333333333333
2020,28020,28,117,43,0.36752136752136755
2021,28020,28,117,11,0.09401709401709402
2022,28020,28,118,5,0.0423728813559322
2023,28020,28,118,5,0.0423728813559322
2024,28020,28,118,18,0.15254237288135594
2025,28020,28,119,24,0.20168067226890757
2019,28021,28,4939,1698,0.3437942903421745
2020,28021,28,4953,2050,0.4138905713708863
2021,28021,28,4971,1952,0.3926775296720982
2022,28021,28,4986,1315,0.26373846770958687
2023,28021,28,4999,1457,0.29145829165833165
2024,28021,28,5012,1073,0.21408619313647245
2025,28021,28,5027,620,0.12333399641933558
2019,28022,28,31231,970,0.03105888380135122
2020,28022,28,31322,676,0.021582274439690952
2021,28022,28,31437,376,0.01196042879409613
2022,28022,28,31529,399,0.012655016017000222
2023,28022,28,31612,1010,0.03194989244590662
2024,28022,28,31697,758,0.023913935072719817
2025,28022,28,31790,1290,0.04057879836426549
2019,28023,28,299,54,0.1806020066889632
2020,28023,28,300,109,0.36333333333333334
2021,28023,28,301,171,0.5681063122923588
2022,28023,28,302,113,0.3741721854304636
2023,28023,28,303,57,0.18811881188118812
2024,28023,28,304,46,0.1513157894736842
2025,28023,28,304,83,0.2730263157894737
2019,28024,28,331,46,0.13897280966767372
2020,28024,28,332,59,0.17771084337349397
2021,28024,28,333,9,0.02702702702702703
2022,28024,28,334,4,0.011976047904191617
2023,28024,28,335,6,0.01791044776119403
2024,28024,28,336,5,0.01488095238095238
2025,28024,28,337,43,0.12759643916913946
2019,28025,28,1959,67,0.034201123021949976
2020,28025,28,1965,82,0.04173027989821883
2021,28025,28,1972,24,0.012170385395537525
2022,28025,28,1978,17,0.008594539939332659
2023,28025,28,1983,60,0.030257186081694403
2024,28025,28,1989,57,0.02865761689291101
2025,28025,28,1994,234,0.11735205616850551
2019,28026,28,277,178,0.6425992779783394
2020,28026,28,278,166,0.5971223021582733
2021,28026,28,279,122,0.43727598566308246
2022,28026,28,280,79,0.28214285714285714
2023,28026,28,281,78,0.2775800711743772
2024,28026,28,281,59,0.2099644128113879
2025,28026,28,282,73,0.25886524822695034
2019,28027,28,25112,757,0.03014495062121695
2020,28027,28,25185,627,0.024895771292435975
2021,28027,28,25278,186,0.007358177070970804
2022,28027,28,25352,90,0.0035500157778479017
2023,28027,28,25418,121,0.004760406011487922
2024,28027,28,25487,77,0.0030211480362537764
2025,28027,28,25562,157,0.00614192942649245
2019,28028,28,275,296,1.0763636363636364
2020,28028,28,276,370,1.3405797101449275
2021,28028,28,277,239,0.8628158844765343
2022,28028,28,278,127,0.4568345323741007
2023,28028,28,279,78,0.27956989247311825
2024,28028,28,279,43,0.15412186379928317
2025,28028,28,280,54,0.19285714285714287
2019,28029,28,885,131,0.1480225988700565
2020,28029,28,888,196,0.22072072072072071
2021,28029,28,891,132,0.14814814814814814
2022,28029,28,894,75,0.08389261744966443
2023,28029,28,896,52,0.05803571428571429
2024,28029,28,899,37,0.041156840934371525
2025,28029,28,901,67,0.07436182019977802
2019,28030,28,809,184,0.22744128553770088
2020,28030,28,811,310,0.38224414303329224
2021,28030,28,814,308,0.3783783783783784
2022,28030,28,816,267,0.3272058823529412
2023,28030,28,819,444,0.5421245421245421
2024,28030,28,821,327,0.3982947624847747
2025,28030,28,823,367,0.4459295261239368
2019,28031,28,104,50,0.4807692307692308
2020,28031,28,104,45,0.4326923076923077
2021,28031,28,104,31,0.2980769230769231
2022,28031,28,105,20,0.19047619047619047
2023,28031,28,105,30,0.2857142857142857
2024,28031,28,105,25,0.23809523809523808
2025,28031,28,106,48,0.4528301886792453
2019,28032,28,35903,1237,0.03445394535275604
2020,28032,28,36008,1173,0.032576094201288604
2021,28032,28,36141,422,0.011676489305774605
2022,28032,28,36246,281,0.007752579594989792
2023,28032,28,36342,607,0.016702437950580594
2024,28032,28,36439,543,0.014901616400010977
2025,28032,28,36546,1115,0.03050949488316095
2019,28033,28,10997,313,0.028462307902155135
2020,28033,28,11029,230,0.020854111886843777
2021,28033,28,11070,140,0.012646793134598013
2022,28033,28,11102,53,0.004773914609980184
2023,28033,28,11131,115,0.010331506603180307
2024,28033,28,11161,121,0.010841322462144969
2025,28033,28,11194,239,0.021350723601929605
2019,28034,28,494,125,0.25303643724696356
2020,28034,28,495,141,0.28484848484848485
2021,28034,28,497,139,0.2796780684104628
2022,28034,28,498,81,0.16265060240963855
2023,28034,28,500,103,0.206
2024,28034,28,501,99,0.19760479041916168
2025,28034,28,502,159,0.31673306772908366
2019,28035,28,3612,347,0.0960686600221484
2020,28035,28,3623,416,0.11482197074247862
2021,28035,28,3636,452,0.12431243124312431
2022,28035,28,3647,419,0.11488894982177132
2023,28035,28,3657,955,0.2611430133989609
2024,28035,28,3666,995,0.2714129841789416
2025,28035,28,3677,1334,0.36279575741093284
2019,28036,28,108,9,0.08333333333333333
2020,28036,28,108,9,0.08333333333333333
2021,28036,28,108,9,0.08333333333333333
2022,28036,28,109,3,0.027522935779816515
2023,28036,28,109,23,0.21100917431192662
2024,28036,28,109,29,0.26605504587155965
2025,28036,28,110,50,0.45454545454545453
2019,28037,28,1821,802,0.4404173531026908
2020,28037,28,1826,987,0.5405257393209201
2021,28037,28,1833,920,0.5019094380796508
2022,28037,28,1838,673,0.3661588683351469
2023,28037,28,1843,977,0.530113944655453
2024,28037,28,1848,790,0.4274891774891775
2025,28037,28,1853,911,0.4916351861845656
2019,28038,28,11451,1603,0.13998777399353768
2020,28038,28,11484,1597,0.13906304423545804
2021,28038,28,11526,1151,0.09986118341141767
2022,28038,28,11560,919,0.07949826989619377
2023,28038,28,11590,1220,0.10526315789473684
2024,28038,28,11621,937,0.08062989415712933
2025,28038,28,11656,1202,0.10312285518188058
2019,28039,28,2125,203,0.09552941176470588
2020,28039,28,2131,232,0.10886907555138432
2021,28039,28,2139,311,0.14539504441327722
2022,28039,28,2145,243,0.11328671328671329
2023,28039,28,2151,238,0.11064621106462111
2024,28039,28,2157,143,0.06629578117756142
2025,28039,28,2163,339,0.15672676837725383
2019,28040,28,3191,130,0.040739580068943904
2020,28040,28,3200,163,0.0509375
2021,28040,28,3212,141,0.04389788293897883
2022,28040,28,3221,90,0.027941633033219497
2023,28040,28,3230,206,0.06377708978328174
2024,28040,28,3238,193,0.0596046942557134
2025,28040,28,3248,469,0.14439655172413793
2019,28041,28,15426,2837,0.18391028134318682
2020,28041,28,15471,2905,0.18777066770085968
2021,28041,28,15528,2797,0.1801262235960845
2022,28041,28,15573,3102,0.19919090733962627
2023,28041,28,15614,4766,0.3052388881772768
2024,28041,28,15656,3842,0.24540112416964743
2025,28041,28,15702,4017,0.2558272831486435
2019,28042,28,341,103,0.3020527859237537
2020,28042,28,342,98,0.28654970760233917
2021,28042,28,343,59,0.17201166180758018
2022,28042,28,344,62,0.18023255813953487
2023,28042,28,345,102,0.2956521739130435
2024,28042,28,346,104,0.30057803468208094
2025,28042,28,347,157,0.45244956772334294
2019,28043,28,1167,201,0.17223650385604114
2020,28043,28,1170,269,0.2299145299145299
2021,28043,28,1174,301,0.2563884156729131
2022,28043,28,1178,245,0.20797962648556875
2023,28043,28,1181,397,0.336155800169348
2024,28043,28,1184,373,0.31503378378378377
2025,28043,28,1187,490,0.4128053917438922
2019,29001,29,554,309,0.5577617328519856
2020,29001,29,558,345,0.6182795698924731
2021,29001,29,562,300,0.5338078291814946
2022,29001,29,565,217,0.384070796460177
2023,29001,29,567,254,0.4479717813051146
2024,29001,29,569,174,0.30579964850615116
2025,29001,29,571,73,0.12784588441331
2019,29002,29,732,366,0.5
2020,29002,29,737,377,0.5115332428765265
2021,29002,29,742,354,0.477088948787062
2022,29002,29,746,249,0.33378016085790885
2023,29002,29,749,267,0.35647530040053405
2024,29002,29,752,226,0.300531914893617
2025,29002,29,754,261,0.34615384615384615
2019,29003,29,568,301,0.5299295774647887
2020,29003,29,572,327,0.5716783216783217
2021,29003,29,576,322,0.5590277777777778
2022,29003,29,579,218,0.3765112262521589
2023,29003,29,581,238,0.40963855421686746
2024,29003,29,583,171,0.2933104631217839
2025,29003,29,585,63,0.1076923076923077
2019,29004,29,1115,538,0.48251121076233183
2020,29004,29,1122,842,0.750445632798574
2021,29004,29,1130,1238,1.095575221238938
2022,29004,29,1135,870,0.7665198237885462
2023,29004,29,1140,995,0.8728070175438597
2024,29004,29,1144,870,0.7604895104895105
2025,29004,29,1148,306,0.2665505226480836
2019,29005,29,4168,2069,0.4964011516314779
2020,29005,29,4195,2278,0.5430274135876043
2021,29005,29,4224,2232,0.5284090909090909
2022,29005,29,4245,1759,0.4143698468786808
2023,29005,29,4263,1763,0.41355852685901945
2024,29005,29,4278,1429,0.3340345956054231
2025,29005,29,4291,1394,0.32486599860172455
2019,29006,29,3608,1405,0.38941241685144123
2020,29006,29,3631,1693,0.46626273753786834
2021,29006,29,3656,1703,0.46580962800875275
2022,29006,29,3674,1187,0.3230811105062602
2023,29006,29,3690,1332,0.36097560975609755
2024,29006,29,3703,1212,0.32730218741560896
2025,29006,29,3714,1169,0.31475498115239636
2019,29007,29,1453,329,0.2264280798348245
2020,29007,29,1462,392,0.26812585499316005
2021,29007,29,1472,497,0.3376358695652174
2022,29007,29,1479,431,0.2914131169709263
2023,29007,29,1486,525,0.3532974427994616
2024,29007,29,1491,367,0.2461435278336687
2025,29007,29,1495,208,0.1391304347826087
2019,29008,29,1455,330,0.2268041237113402
2020,29008,29,1464,364,0.24863387978142076
2021,29008,29,1474,500,0.33921302578018997
2022,29008,29,1481,377,0.25455773126266035
2023,29008,29,1488,511,0.34341397849462363
2024,29008,29,1493,393,0.2632283991962492
2025,29008,29,1497,213,0.14228456913827656
2019,29009,29,385,136,0.35324675324675325
2020,29009,29,387,151,0.39018087855297157
2021,29009,29,390,172,0.441025641025641
2022,29009,29,392,137,0.3494897959183674
2023,29009,29,393,153,0.3893129770992366
2024,29009,29,395,95,0.24050632911392406
2025,29009,29,396,47,0.11868686868686869
2019,29010,29,3621,1443,0.3985086992543496
2020,29010,29,3644,1569,0.4305708013172338
2021,29010,29,3669,1567,0.4270918506405015
2022,29010,29,3688,1141,0.3093817787418655
2023,29010,29,3703,1449,0.391304347826087
2024,29010,29,3716,1359,0.36571582346609255
2025,29010,29,3727,1301,0.3490743225114033
2019,29011,29,373,144,0.38605898123324395
2020,29011,29,375,162,0.432
2021,29011,29,378,186,0.49206349206349204
2022,29011,29,379,153,0.40369393139841686
2023,29011,29,381,169,0.4435695538057743
2024,29011,29,382,111,0.2905759162303665
2025,29011,29,384,65,0.16927083333333334
2019,29012,29,836,328,0.3923444976076555
2020,29012,29,841,457,0.5434007134363853
2021,29012,29,847,438,0.5171192443919717
2022,29012,29,851,338,0.3971797884841363
2023,29012,29,855,268,0.3134502923976608
2024,29012,29,858,174,0.20279720279720279
2025,29012,29,860,124,0.14418604651162792
2019,29013,29,7078,1835,0.25925402656117547
2020,29013,29,7124,2048,0.287478944413251
2021,29013,29,7172,2592,0.36140546569994425
2022,29013,29,7209,2209,0.30642252739631015
2023,29013,29,7240,2225,0.30732044198895025
2024,29013,29,7265,1720,0.23675154852030283
2025,29013,29,7287,1282,0.17592973788939206
2019,29014,29,1226,362,0.29526916802610115
2020,29014,29,1234,602,0.4878444084278768
2021,29014,29,1242,976,0.785829307568438
2022,29014,29,1249,543,0.4347477982385909
2023,29014,29,1254,408,0.3253588516746411
2024,29014,29,1258,361,0.28696343402225755
2025,29014,29,1262,57,0.045166402535657686
2019,29015,29,2613,834,0.31917336394948337
2020,29015,29,2630,988,0.37566539923954373
2021,29015,29,2648,1184,0.4471299093655589
2022,29015,29,2661,878,0.3299511461856445
2023,29015,29,2673,1256,0.469884025439581
2024,29015,29,2682,1040,0.3877703206562267
2025,29015,29,2690,119,0.04423791821561338
2019,29016,29,367,147,0.40054495912806537
2020,29016,29,369,171,0.4634146341463415
2021,29016,29,372,196,0.5268817204301075
2022,29016,29,373,189,0.5067024128686327
2023,29016,29,375,153,0.408
2024,29016,29,376,102,0.2712765957446808
2025,29016,29,377,100,0.26525198938992045
2019,29017,29,763,75,0.0982961992136304
2020,29017,29,768,104,0.13541666666666666
2021,29017,29,773,91,0.11772315653298836
2022,29017,29,777,74,0.09523809523809523
2023,29017,29,780,249,0.3192307692307692
2024,29017,29,783,256,0.3269476372924649
2025,29017,29,786,72,0.0916030534351145
2019,29018,29,2080,701,0.3370192307692308
2020,29018,29,2093,980,0.4682274247491639
2021,29018,29,2107,1158,0.5495965828191742
2022,29018,29,2118,805,0.38007554296506135
2023,29018,29,2127,945,0.44428772919605075
2024,29018,29,2134,803,0.37628865979381443
2025,29018,29,2141,455,0.2125175151798225
2019,29019,29,1314,292,0.2222222222222222
2020,29019,29,1322,297,0.22465960665658094
2021,29019,29,1331,342,0.2569496619083396
2022,29019,29,1338,261,0.19506726457399104
2023,29019,29,1343,452,0.33655994043186893
2024,29019,29,1348,387,0.2870919881305638
2025,29019,29,1352,170,0.1257396449704142
2019,29020,29,826,172,0.20823244552058112
2020,29020,29,831,230,0.2767749699157641
2021,29020,29,837,256,0.3058542413381123
2022,29020,29,841,185,0.21997621878715815
2023,29020,29,845,230,0.27218934911242604
2024,29020,29,847,188,0.22195985832349469
2025,29020,29,850,47,0.05529411764705883
2019,29021,29,1261,443,0.35130848532910386
2020,29021,29,1269,537,0.4231678486997636
2021,29021,29,1278,598,0.4679186228482003
2022,29021,29,1284,393,0.3060747663551402
2023,29021,29,1290,550,0.4263565891472868
2024,29021,29,1294,542,0.4188562596599691
2025,29021,29,1298,303,0.23343605546995377
2019,29022,29,333,82,0.24624624624624625
2020,29022,29,335,102,0.3044776119402985
2021,29022,29,337,101,0.2997032640949555
2022,29022,29,339,79,0.23303834808259588
2023,29022,29,340,118,0.34705882352941175
2024,29022,29,342,81,0.23684210526315788
2025,29022,29,343,40,0.11661807580174927
2019,29023,29,1697,658,0.3877430760164997
2020,29023,29,1708,805,0.4713114754098361
2021,29023,29,1720,741,0.4308139534883721
2022,29023,29,1728,510,0.2951388888888889
2023,29023,29,1736,695,0.40034562211981567
2024,29023,29,1742,608,0.34902411021814006
2025,29023,29,1747,315,0.18030910131654265
2019,29024,29,1605,575,0.3582554517133956
2020,29024,29,1615,684,0.4235294117647059
2021,29024,29,1626,640,0.3936039360393604
2022,29024,29,1634,427,0.2613219094247246
2023,29024,29,1641,553,0.33698964046313223
2024,29024,29,1647,495,0.3005464480874317
2025,29024,29,1652,226,0.1368038740920097
2019,29025,29,5947,919,0.154531696653775
2020,29025,29,5985,433,0.07234753550543024
2021,29025,29,6026,382,0.06339196813806837
2022,29025,29,6057,273,0.04507181773155027
2023,29025,29,6082,429,0.07053600789214075
2024,29025,29,6103,401,0.06570539079141406
2025,29025,29,6122,621,0.10143743874550801
2019,29026,29,1340,346,0.2582089552238806
2020,29026,29,1349,469,0.3476649369903632
2021,29026,29,1358,593,0.4366715758468336
2022,29026,29,1365,417,0.3054945054945055
2023,29026,29,1371,542,0.3953318745441284
2024,29026,29,1376,455,0.33066860465116277
2025,29026,29,1380,94,0.06811594202898551
2019,29027,29,940,52,0.05531914893617021
2020,29027,29,946,42,0.04439746300211417
2021,29027,29,952,58,0.06092436974789916
2022,29027,29,957,49,0.051201671891327065
2023,29027,29,961,67,0.06971904266389178
2024,29027,29,965,45,0.046632124352331605
2025,29027,29,968,22,0.022727272727272728
2019,29028,29,1639,282,0.1720561317876754
2020,29028,29,1650,371,0.22484848484848485
2021,29028,29,1661,358,0.21553281155930162
2022,29028,29,1670,302,0.18083832335329342
2023,29028,29,1677,344,0.20512820512820512
2024,29028,29,1683,271,0.16102198455139632
2025,29028,29,1688,184,0.10900473933649289
2019,29029,29,688,215,0.3125
2020,29029,29,692,261,0.37716763005780346
2021,29029,29,697,219,0.31420373027259685
