año,cve_mun,cve_ent,candidatos_estimados,beneficiarios,tasa
2022,14060,14,275,25,0.09090909090909091
2023,14060,14,274,25,0.09124087591240876
2024,14060,14,274,21,0.07664233576642336
2025,14060,14,274,17,0.06204379562043796
2019,14061,14,2513,152,0.060485475527258255
2020,14061,14,2520,138,0.05476190476190476
2021,14061,14,2520,4,0.0015873015873015873
2022,14061,14,2518,3,0.0011914217633042098
2023,14061,14,2515,10,0.003976143141153081
2024,14061,14,2512,12,0.004777070063694267
2025,14061,14,2510,36,0.014342629482071713
2019,14062,14,172,7,0.040697674418604654
2020,14062,14,173,12,0.06936416184971098
2021,14062,14,173,5,0.028901734104046242
2022,14062,14,173,1,0.005780346820809248
2023,14062,14,173,5,0.028901734104046242
2024,14062,14,172,0,0.0
2025,14062,14,172,1,0.005813953488372093
2019,14063,14,4506,156,0.03462050599201065
2020,14063,14,4519,170,0.03761894224385926
2021,14063,14,4520,117,0.02588495575221239
2022,14063,14,4515,113,0.025027685492801773
2023,14063,14,4509,75,0.0166333998669328
2024,14063,14,4504,59,0.013099467140319716
2025,14063,14,4501,87,0.01932903799155743
2019,14064,14,2568,442,0.1721183800623053
2020,14064,14,2576,529,0.20535714285714285
2021,14064,14,2576,474,0.18400621118012422
2022,14064,14,2574,387,0.15034965034965034
2023,14064,14,2571,419,0.16297160637884092
2024,14064,14,2567,281,0.1094663030775224
2025,14064,14,2566,140,0.05455962587685113
2019,14065,14,753,82,0.10889774236387782
2020,14065,14,755,76,0.10066225165562914
2021,14065,14,755,30,0.039735099337748346
2022,14065,14,754,24,0.03183023872679045
2023,14065,14,753,21,0.027888446215139442
2024,14065,14,752,16,0.02127659574468085
2025,14065,14,752,12,0.015957446808510637
2019,14066,14,3404,39,0.011457109283196239
2020,14066,14,3414,40,0.011716461628588167
2021,14066,14,3414,15,0.004393673110720563
2022,14066,14,3411,11,0.0032248607446496626
2023,14066,14,3407,14,0.004109186968007044
2024,14066,14,3403,13,0.003820158683514546
2025,14066,14,3400,24,0.007058823529411765
2019,14067,14,13183,402,0.030493817795645906
2020,14067,14,13222,300,0.02268945696566329
2021,14067,14,13224,382,0.028886872353297035
2022,14067,14,13211,400,0.030277798804026947
2023,14067,14,13194,292,0.02213127179020767
2024,14067,14,13178,136,0.010320230687509485
2025,14067,14,13169,223,0.016933707950489787
2019,14068,14,755,74,0.09801324503311258
2020,14068,14,757,57,0.07529722589167767
2021,14068,14,757,60,0.07926023778071334
2022,14068,14,756,62,0.082010582010582
2023,14068,14,755,49,0.06490066225165562
2024,14068,14,754,56,0.07427055702917772
2025,14068,14,754,113,0.14986737400530503
2019,14069,14,677,88,0.12998522895125553
2020,14069,14,679,105,0.15463917525773196
2021,14069,14,679,34,0.050073637702503684
2022,14069,14,678,26,0.038348082595870206
2023,14069,14,678,59,0.08702064896755163
2024,14069,14,677,57,0.08419497784342689
2025,14069,14,676,18,0.026627218934911243
2019,14070,14,14243,134,0.00940813030962578
2020,14070,14,14285,101,0.007070353517675884
2021,14070,14,14287,50,0.0034996850283474487
2022,14070,14,14273,59,0.004133678974287115
2023,14070,14,14255,68,0.0047702560505085935
2024,14070,14,14237,25,0.0017559879188031185
2025,14070,14,14228,56,0.003935901040202418
2019,14071,14,201,9,0.04477611940298507
2020,14071,14,202,7,0.034653465346534656
2021,14071,14,202,0,0.0
2022,14071,14,202,2,0.009900990099009901
2023,14071,14,202,8,0.039603960396039604
2024,14071,14,201,7,0.03482587064676617
2025,14071,14,201,4,0.01990049751243781
2019,14072,14,401,7,0.017456359102244388
2020,14072,14,402,10,0.024875621890547265
2021,14072,14,402,17,0.04228855721393035
2022,14072,14,402,19,0.0472636815920398
2023,14072,14,401,15,0.03740648379052369
2024,14072,14,401,9,0.022443890274314215
2025,14072,14,400,8,0.02
2019,14073,14,3988,112,0.028084252758274825
2020,14073,14,4000,202,0.0505
2021,14073,14,4001,274,0.06848287928017996
2022,14073,14,3997,230,0.05754315736802602
2023,14073,14,3991,234,0.05863192182410423
2024,14073,14,3987,163,0.04088286932530725
2025,14073,14,3984,88,0.02208835341365462
2019,14074,14,792,48,0.06060606060606061
2020,14074,14,794,88,0.11083123425692695
2021,14074,14,794,93,0.11712846347607053
2022,14074,14,793,73,0.09205548549810845
2023,14074,14,792,33,0.041666666666666664
2024,14074,14,791,33,0.041719342604298354
2025,14074,14,791,12,0.015170670037926675
2019,14075,14,177,79,0.4463276836158192
2020,14075,14,178,86,0.48314606741573035
2021,14075,14,178,128,0.7191011235955056
2022,14075,14,178,110,0.6179775280898876
2023,14075,14,178,83,0.46629213483146065
2024,14075,14,177,46,0.2598870056497175
2025,14075,14,177,10,0.05649717514124294
2019,14076,14,252,2,0.007936507936507936
2020,14076,14,253,1,0.003952569169960474
2021,14076,14,253,2,0.007905138339920948
2022,14076,14,253,38,0.15019762845849802
2023,14076,14,252,61,0.24206349206349206
2024,14076,14,252,37,0.14682539682539683
2025,14076,14,252,12,0.047619047619047616
2019,14077,14,1534,32,0.020860495436766623
2020,14077,14,1539,60,0.03898635477582846
2021,14077,14,1539,110,0.0714749837556855
2022,14077,14,1538,83,0.053966189856957086
2023,14077,14,1536,35,0.022786458333333332
2024,14077,14,1534,32,0.020860495436766623
2025,14077,14,1533,24,0.015655577299412915
2019,14078,14,1530,51,0.03333333333333333
2020,14078,14,1534,78,0.05084745762711865
2021,14078,14,1534,75,0.04889178617992177
2022,14078,14,1533,57,0.03718199608610567
2023,14078,14,1531,54,0.03527106466361855
2024,14078,14,1529,42,0.027468933943754086
2025,14078,14,1528,8,0.005235602094240838
2019,14079,14,870,48,0.05517241379310345
2020,14079,14,873,35,0.04009163802978236
2021,14079,14,873,14,0.016036655211912942
2022,14079,14,872,19,0.021788990825688075
2023,14079,14,871,35,0.040183696900114814
2024,14079,14,870,22,0.02528735632183908
2025,14079,14,869,11,0.012658227848101266
2019,14080,14,274,8,0.029197080291970802
2020,14080,14,275,7,0.025454545454545455
2021,14080,14,275,3,0.01090909090909091
2022,14080,14,275,7,0.025454545454545455
2023,14080,14,274,8,0.029197080291970802
2024,14080,14,274,2,0.0072992700729927005
2025,14080,14,274,20,0.072992700729927
2019,14081,14,215,5,0.023255813953488372
2020,14081,14,216,8,0.037037037037037035
2021,14081,14,216,7,0.032407407407407406
2022,14081,14,216,17,0.0787037037037037
2023,14081,14,216,16,0.07407407407407407
2024,14081,14,215,9,0.04186046511627907
2025,14081,14,215,6,0.027906976744186046
2019,14082,14,1805,66,0.03656509695290859
2020,14082,14,1810,70,0.03867403314917127
2021,14082,14,1810,64,0.03535911602209945
2022,14082,14,1808,42,0.023230088495575223
2023,14082,14,1806,34,0.018826135105204873
2024,14082,14,1804,42,0.02328159645232816
2025,14082,14,1803,82,0.04547975596228508
2019,14083,14,4423,101,0.022835179742256385
2020,14083,14,4436,97,0.021866546438232642
2021,14083,14,4437,55,0.012395762902862295
2022,14083,14,4432,76,0.017148014440433214
2023,14083,14,4427,76,0.017167381974248927
2024,14083,14,4421,42,0.009500113096584483
2025,14083,14,4418,62,0.01403349932095971
2019,14084,14,732,11,0.015027322404371584
2020,14084,14,734,9,0.01226158038147139
2021,14084,14,734,3,0.004087193460490463
2022,14084,14,733,15,0.020463847203274217
2023,14084,14,732,140,0.1912568306010929
2024,14084,14,732,157,0.21448087431693988
2025,14084,14,731,114,0.15595075239398085
2019,14085,14,1826,210,0.11500547645125958
2020,14085,14,1831,173,0.09448388858547242
2021,14085,14,1831,91,0.0496996176952485
2022,14085,14,1829,71,0.038819026790595956
2023,14085,14,1827,31,0.016967706622879036
2024,14085,14,1825,30,0.01643835616438356
2025,14085,14,1824,24,0.013157894736842105
2019,14086,14,1597,18,0.011271133375078271
2020,14086,14,1602,21,0.013108614232209739
2021,14086,14,1602,6,0.003745318352059925
2022,14086,14,1601,10,0.006246096189881324
2023,14086,14,1599,8,0.0050031269543464665
2024,14086,14,1597,3,0.001878522229179712
2025,14086,14,1596,21,0.013157894736842105
2019,14087,14,897,639,0.7123745819397993
2020,14087,14,900,697,0.7744444444444445
2021,14087,14,900,425,0.4722222222222222
2022,14087,14,899,242,0.26918798665183535
2023,14087,14,898,68,0.0757238307349666
2024,14087,14,897,85,0.0947603121516165
2025,14087,14,896,161,0.1796875
2019,14088,14,806,90,0.11166253101736973
2020,14088,14,808,134,0.16584158415841585
2021,14088,14,808,118,0.14603960396039603
2022,14088,14,807,68,0.08426270136307311
2023,14088,14,806,47,0.05831265508684864
2024,14088,14,805,37,0.04596273291925466
2025,14088,14,805,58,0.07204968944099378
2019,14089,14,225,5,0.022222222222222223
2020,14089,14,226,6,0.02654867256637168
2021,14089,14,226,5,0.022123893805309734
2022,14089,14,226,24,0.10619469026548672
2023,14089,14,226,34,0.1504424778761062
2024,14089,14,225,26,0.11555555555555555
2025,14089,14,225,6,0.02666666666666667
2019,14090,14,334,26,0.07784431137724551
2020,14090,14,335,35,0.1044776119402985
2021,14090,14,335,34,0.10149253731343283
2022,14090,14,335,18,0.05373134328358209
2023,14090,14,334,6,0.017964071856287425
2024,14090,14,334,10,0.029940119760479042
2025,14090,14,334,12,0.03592814371257485
2019,14091,14,2411,54,0.022397345499792616
2020,14091,14,2418,67,0.027708850289495452
2021,14091,14,2418,56,0.02315963606286187
2022,14091,14,2416,35,0.014486754966887417
2023,14091,14,2413,40,0.016576875259013676
2024,14091,14,2410,27,0.011203319502074689
2025,14091,14,2408,15,0.006229235880398671
2019,14092,14,580,56,0.09655172413793103
2020,14092,14,582,61,0.10481099656357389
2021,14092,14,582,24,0.041237113402061855
2022,14092,14,582,3,0.005154639175257732
2023,14092,14,581,7,0.012048192771084338
2024,14092,14,580,21,0.03620689655172414
2025,14092,14,580,116,0.2
2019,14093,14,6409,165,0.02574504602902169
2020,14093,14,6428,193,0.03002489110143124
2021,14093,14,6429,181,0.028153678643645978
2022,14093,14,6423,169,0.026311692355597074
2023,14093,14,6414,139,0.021671343935141876
2024,14093,14,6407,55,0.008584360855314499
2025,14093,14,6402,42,0.006560449859418931
2019,14094,14,2777,69,0.02484695714800144
2020,14094,14,2785,91,0.03267504488330341
2021,14094,14,2785,66,0.0236983842010772
2022,14094,14,2783,40,0.01437297879985627
2023,14094,14,2779,0,0.0
2024,14094,14,2776,2,0.0007204610951008645
2025,14094,14,2774,17,0.0061283345349675555
2019,14095,14,494,5,0.010121457489878543
2020,14095,14,495,16,0.03232323232323232
2021,14095,14,495,14,0.028282828282828285
2022,14095,14,495,6,0.012121212121212121
2023,14095,14,494,5,0.010121457489878543
2024,14095,14,493,7,0.014198782961460446
2025,14095,14,493,14,0.028397565922920892
2019,14096,14,1631,402,0.24647455548743102
2020,14096,14,1636,445,0.2720048899755501
2021,14096,14,1636,321,0.19621026894865526
2022,14096,14,1635,241,0.1474006116207951
2023,14096,14,1633,132,0.08083282302510716
2024,14096,14,1631,122,0.07480073574494175
2025,14096,14,1629,54,0.03314917127071823
2019,14097,14,39878,606,0.015196348864035307
2020,14097,14,39995,538,0.013451681460182522
2021,14097,14,40001,316,0.007899802504937376
2022,14097,14,39961,288,0.0072070268511799
2023,14097,14,39910,297,0.007441743923828614
2024,14097,14,39862,165,0.004139280517786363
2025,14097,14,39834,196,0.004920419741929006
2019,14098,14,36073,848,0.023507886785130154
2020,14098,14,36179,688,0.01901655656596368
2021,14098,14,36184,453,0.012519345567101482
2022,14098,14,36148,437,0.012089188890118402
2023,14098,14,36102,400,0.011079718575148192
2024,14098,14,36059,235,0.006517096979949527
2025,14098,14,36034,291,0.008075706277404674
2019,14099,14,618,10,0.016181229773462782
2020,14099,14,620,13,0.020967741935483872
2021,14099,14,620,6,0.00967741935483871
2022,14099,14,619,8,0.012924071082390954
2023,14099,14,619,13,0.0210016155088853
2024,14099,14,618,6,0.009708737864077669
2025,14099,14,618,19,0.030744336569579287
2019,14100,14,1823,63,0.03455842018650576
2020,14100,14,1828,87,0.047592997811816196
2021,14100,14,1828,48,0.0262582056892779
2022,14100,14,1826,40,0.02190580503833516
2023,14100,14,1824,91,0.049890350877192985
2024,14100,14,1822,61,0.033479692645444564
2025,14100,14,1821,134,0.07358594179022515
2019,14101,14,29748,820,0.027564878311146967
2020,14101,14,29835,682,0.0228590581531758
2021,14101,14,29839,441,0.014779315660712491
2022,14101,14,29810,367,0.01231130493123113
2023,14101,14,29772,336,0.01128577186618299
2024,14101,14,29736,198,0.006658595641646489
2025,14101,14,29715,230,0.007740198552919401
2019,14102,14,255,55,0.21568627450980393
2020,14102,14,256,83,0.32421875
2021,14102,14,256,66,0.2578125
2022,14102,14,256,41,0.16015625
2023,14102,14,255,32,0.12549019607843137
2024,14102,14,255,22,0.08627450980392157
2025,14102,14,255,15,0.058823529411764705
2019,14103,14,397,42,0.10579345088161209
2020,14103,14,398,48,0.12060301507537688
2021,14103,14,398,45,0.11306532663316583
2022,14103,14,398,60,0.1507537688442211
2023,14103,14,397,51,0.12846347607052896
2024,14103,14,397,48,0.12090680100755667
2025,14103,14,396,34,0.08585858585858586
2019,14104,14,205,10,0.04878048780487805
2020,14104,14,206,12,0.05825242718446602
2021,14104,14,206,5,0.024271844660194174
2022,14104,14,206,11,0.05339805825242718
2023,14104,14,206,10,0.04854368932038835
2024,14104,14,205,10,0.04878048780487805
2025,14104,14,205,9,0.04390243902439024
2019,14105,14,1304,30,0.023006134969325152
2020,14105,14,1308,43,0.03287461773700306
2021,14105,14,1308,12,0.009174311926605505
2022,14105,14,1307,10,0.0076511094108645756
2023,14105,14,1305,8,0.006130268199233717
2024,14105,14,1304,3,0.0023006134969325155
2025,14105,14,1303,32,0.024558710667689946
2019,14106,14,197,30,0.15228426395939088
2020,14106,14,198,35,0.17676767676767677
2021,14106,14,198,49,0.2474747474747475
2022,14106,14,198,36,0.18181818181818182
2023,14106,14,198,10,0.050505050505050504
2024,14106,14,197,18,0.09137055837563451
2025,14106,14,197,27,0.13705583756345177
2019,14107,14,322,82,0.2546583850931677
2020,14107,14,323,61,0.18885448916408668
2021,14107,14,323,34,0.10526315789473684
2022,14107,14,323,41,0.12693498452012383
2023,14107,14,322,60,0.18633540372670807
2024,14107,14,322,36,0.11180124223602485
2025,14107,14,322,22,0.06832298136645963
2019,14108,14,1721,459,0.26670540383497965
2020,14108,14,1726,496,0.287369640787949
2021,14108,14,1726,268,0.1552723059096176
2022,14108,14,1725,183,0.10608695652173913
2023,14108,14,1722,126,0.07317073170731707
2024,14108,14,1720,140,0.08139534883720931
2025,14108,14,1719,171,0.09947643979057591
2019,14109,14,989,18,0.01820020222446916
2020,14109,14,992,25,0.025201612903225805
2021,14109,14,992,32,0.03225806451612903
2022,14109,14,991,27,0.027245206861755803
2023,14109,14,990,15,0.015151515151515152
2024,14109,14,989,17,0.017189079878665317
2025,14109,14,988,24,0.024291497975708502
2019,14110,14,669,123,0.18385650224215247
2020,14110,14,671,159,0.23695976154992549
2021,14110,14,671,139,0.20715350223546944
2022,14110,14,670,74,0.11044776119402985
2023,14110,14,670,31,0.04626865671641791
2024,14110,14,669,31,0.04633781763826607
2025,14110,14,668,15,0.02245508982035928
2019,14111,14,269,1,0.0037174721189591076
2020,14111,14,270,7,0.025925925925925925
2021,14111,14,270,27,0.1
2022,14111,14,270,110,0.4074074074074074
2023,14111,14,269,94,0.34944237918215615
2024,14111,14,269,32,0.11895910780669144
2025,14111,14,269,13,0.048327137546468404
2019,14112,14,332,425,1.2801204819277108
2020,14112,14,333,345,1.0360360360360361
2021,14112,14,333,183,0.5495495495495496
2022,14112,14,333,115,0.34534534534534533
2023,14112,14,332,68,0.20481927710843373
2024,14112,14,332,80,0.24096385542168675
2025,14112,14,332,49,0.14759036144578314
2019,14113,14,767,16,0.020860495436766623
2020,14113,14,769,16,0.02080624187256177
2021,14113,14,769,6,0.007802340702210663
2022,14113,14,768,7,0.009114583333333334
2023,14113,14,767,20,0.02607561929595828
2024,14113,14,766,33,0.04308093994778068
2025,14113,14,766,72,0.09399477806788512
2019,14114,14,1053,27,0.02564102564102564
2020,14114,14,1056,29,0.027462121212121212
2021,14114,14,1056,21,0.019886363636363636
2022,14114,14,1055,19,0.01800947867298578
2023,14114,14,1054,14,0.013282732447817837
2024,14114,14,1052,16,0.015209125475285171
2025,14114,14,1052,13,0.012357414448669201
2019,14115,14,347,10,0.02881844380403458
2020,14115,14,348,8,0.022988505747126436
2021,14115,14,348,1,0.0028735632183908046
2022,14115,14,348,21,0.0603448275862069
2023,14115,14,347,118,0.3400576368876081
2024,14115,14,347,117,0.3371757925072046
2025,14115,14,347,155,0.44668587896253603
2019,14116,14,1190,30,0.025210084033613446
2020,14116,14,1193,31,0.025984911986588432
2021,14116,14,1193,10,0.008382229673093043
2022,14116,14,1192,9,0.007550335570469799
2023,14116,14,1190,9,0.007563025210084034
2024,14116,14,1189,2,0.001682085786375105
2025,14116,14,1188,6,0.005050505050505051
2019,14117,14,226,8,0.035398230088495575
2020,14117,14,227,8,0.03524229074889868
2021,14117,14,227,7,0.030837004405286344
2022,14117,14,227,24,0.10572687224669604
2023,14117,14,227,61,0.2687224669603524
2024,14117,14,226,27,0.11946902654867257
2025,14117,14,226,2,0.008849557522123894
2019,14118,14,993,833,0.8388721047331319
2020,14118,14,996,954,0.9578313253012049
2021,14118,14,996,610,0.6124497991967871
2022,14118,14,995,347,0.3487437185929648
2023,14118,14,994,224,0.22535211267605634
2024,14118,14,993,172,0.1732124874118832
2025,14118,14,992,163,0.16431451612903225
2019,14119,14,1689,14,0.008288928359976317
2020,14119,14,1694,17,0.010035419126328217
2021,14119,14,1694,7,0.004132231404958678
2022,14119,14,1693,15,0.008860011813349085
2023,14119,14,1690,34,0.020118343195266272
2024,14119,14,1688,26,0.015402843601895734
2025,14119,14,1687,67,0.03971547125074096
2019,14120,14,62092,2323,0.03741222701797333
2020,14120,14,62274,1856,0.029803770433888942
2021,14120,14,62283,1163,0.018672832072957307
2022,14120,14,62221,939,0.015091367866154514
2023,14120,14,62141,922,0.014837225020517854
2024,14120,14,62067,554,0.008925838207098781
2025,14120,14,62024,731,0.011785760350831936
2019,14121,14,1563,321,0.2053742802303263
2020,14121,14,1568,288,0.1836734693877551
2021,14121,14,1568,95,0.06058673469387755
2022,14121,14,1567,50,0.03190810465858328
2023,14121,14,1565,15,0.009584664536741214
2024,14121,14,1563,22,0.014075495841330775
2025,14121,14,1562,44,0.028169014084507043
2019,14122,14,390,14,0.035897435897435895
2020,14122,14,391,17,0.043478260869565216
2021,14122,14,391,13,0.03324808184143223
2022,14122,14,391,5,0.01278772378516624
2023,14122,14,390,12,0.03076923076923077
2024,14122,14,390,13,0.03333333333333333
2025,14122,14,389,66,0.16966580976863754
2019,14123,14,1342,17,0.012667660208643815
2020,14123,14,1346,17,0.01263001485884101
2021,14123,14,1346,24,0.017830609212481426
2022,14123,14,1345,15,0.011152416356877323
2023,14123,14,1343,8,0.005956813104988831
2024,14123,14,1342,12,0.00894187779433681
2025,14123,14,1341,5,0.0037285607755406414
2019,14124,14,2880,78,0.027083333333333334
2020,14124,14,2888,114,0.039473684210526314
2021,14124,14,2888,129,0.04466759002770083
2022,14124,14,2886,160,0.05544005544005544
2023,14124,14,2882,51,0.017696044413601664
2024,14124,14,2878,37,0.012856150104239055
2025,14124,14,2876,37,0.01286509040333797
2019,14125,14,1008,43,0.04265873015873016
2020,14125,14,1011,31,0.03066271018793274
2021,14125,14,1011,6,0.005934718100890208
2022,14125,14,1010,5,0.0049504950495049506
2023,14125,14,1009,3,0.002973240832507433
2024,14125,14,1008,2,0.001984126984126984
2025,14125,14,1007,3,0.0029791459781529296
2019,15001,15,5034,441,0.08760429082240763
2020,15001,15,5041,396,0.07855584209482246
2021,15001,15,5035,286,0.05680238331678252
2022,15001,15,5022,169,0.03365193150139387
2023,15001,15,5006,227,0.04534558529764283
2024,15001,15,4988,170,0.03408179631114675
2025,15001,15,4971,217,0.043653188493260914
2019,15002,15,11648,974,0.08361950549450549
2020,15002,15,11663,1039,0.08908514104432821
2021,15002,15,11649,807,0.06927633273242338
2022,15002,15,11619,642,0.05525432481280661
2023,15002,15,11583,822,0.07096607096607097
2024,15002,15,11541,463,0.04011784074170349
2025,15002,15,11501,434,0.03773584905660377
2019,15003,15,3502,167,0.04768703597944032
2020,15003,15,3507,155,0.04419731964642144
2021,15003,15,3503,190,0.054239223522694835
2022,15003,15,3494,128,0.03663423010875787
2023,15003,15,3483,176,0.050531151306345105
2024,15003,15,3470,165,0.04755043227665706
2025,15003,15,3458,41,0.011856564488143435
2019,15004,15,1107,95,0.08581752484191509
2020,15004,15,1108,179,0.1615523465703971
2021,15004,15,1107,286,0.25835591689250226
2022,15004,15,1104,283,0.2563405797101449
2023,15004,15,1100,564,0.5127272727272727
2024,15004,15,1096,483,0.4406934306569343
2025,15004,15,1093,80,0.07319304666056725
2019,15005,15,13914,557,0.040031622825930716
2020,15005,15,13932,637,0.0457220786678151
2021,15005,15,13915,486,0.03492633848365074
2022,15005,15,13880,464,0.03342939481268011
2023,15005,15,13836,692,0.05001445504481064
2024,15005,15,13787,428,0.0310437368535577
2025,15005,15,13738,519,0.03777842480710438
2019,15006,15,529,163,0.30812854442344045
2020,15006,15,530,203,0.38301886792452833
2021,15006,15,529,96,0.18147448015122875
2022,15006,15,528,48,0.09090909090909091
2023,15006,15,526,42,0.07984790874524715
2024,15006,15,524,33,0.06297709923664122
2025,15006,15,523,8,0.015296367112810707
2019,15007,15,1841,412,0.22379141770776753
2020,15007,15,1843,495,0.2685838307107976
2021,15007,15,1841,354,0.19228680065181966
2022,15007,15,1836,281,0.15305010893246188
2023,15007,15,1830,217,0.1185792349726776
2024,15007,15,1824,170,0.09320175438596491
2025,15007,15,1817,31,0.0170610897083104
2019,15008,15,2122,1658,0.7813383600377003
2020,15008,15,2125,2077,0.9774117647058823
2021,15008,15,2122,1593,0.7507068803016023
2022,15008,15,2117,1139,0.5380255077940482
2023,15008,15,2110,705,0.3341232227488152
2024,15008,15,2103,310,0.14740846409890632
2025,15008,15,2095,186,0.08878281622911695
2019,15009,15,4209,723,0.17177476835352815
2020,15009,15,4214,789,0.18723303274798292
2021,15009,15,4209,658,0.15633167023045855
2022,15009,15,4198,539,0.12839447355883754
2023,15009,15,4185,433,0.1034647550776583
2024,15009,15,4170,31,0.007434052757793765
2025,15009,15,4155,235,0.056558363417569195
2019,15010,15,2029,240,0.11828486939379004
2020,15010,15,2032,247,0.12155511811023623
2021,15010,15,2030,164,0.08078817733990148
2022,15010,15,2024,86,0.042490118577075096
2023,15010,15,2018,18,0.008919722497522299
2024,15010,15,2011,0,0.0
2025,15010,15,2004,12,0.005988023952095809
2019,15011,15,4906,592,0.12066856909906237
2020,15011,15,4912,574,0.11685667752442996
2021,15011,15,4906,410,0.08357113738279658
2022,15011,15,4894,359,0.07335512872905599
2023,15011,15,4878,451,0.09245592455924559
2024,15011,15,4861,292,0.06006994445587328
2025,15011,15,4844,84,0.017341040462427744
2019,15012,15,703,95,0.13513513513513514
2020,15012,15,704,108,0.1534090909090909
2021,15012,15,703,61,0.08677098150782361
2022,15012,15,701,30,0.042796005706134094
2023,15012,15,699,14,0.020028612303290415
2024,15012,15,697,3,0.00430416068866571
2025,15012,15,694,19,0.027377521613832854
2019,15013,15,26217,1416,0.05401075637944845
2020,15013,15,26251,1221,0.04651251380899775
2021,15013,15,26219,830,0.03165643235821351
2022,15013,15,26153,607,0.023209574427407946
2023,15013,15,26070,480,0.018411967779056387
2024,15013,15,25978,373,0.01435830317961352
2025,15013,15,25886,519,0.020049447577841304
2019,15014,15,7999,800,0.10001250156269534
2020,15014,15,8009,802,0.10013734548632788
2021,15014,15,7999,704,0.0880110013751719
2022,15014,15,7979,1074,0.13460333375109662
2023,15014,15,7954,1027,0.12911742519487052
2024,15014,15,7926,247,0.031163260156447135
2025,15014,15,7898,387,0.048999746771334514
2019,15015,15,2591,197,0.0760324199150907
2020,15015,15,2594,237,0.09136468774094063
2021,15015,15,2591,206,0.07950598224623698
2022,15015,15,2584,231,0.08939628482972137
2023,15015,15,2576,234,0.09083850931677019
2024,15015,15,2567,128,0.049863654070899883
2025,15015,15,2558,77,0.030101641907740423
2019,15016,15,1890,130,0.06878306878306878
2020,15016,15,1892,128,0.06765327695560254
2021,15016,15,1890,97,0.051322751322751325
2022,15016,15,1885,189,0.10026525198938992
2023,15016,15,1879,656,0.3491218733368813
2024,15016,15,1872,572,0.3055555555555556
2025,15016,15,1866,74,0.03965702036441586
2019,15017,15,698,162,0.23209169054441262
2020,15017,15,699,152,0.21745350500715308
2021,15017,15,698,96,0.13753581661891118
2022,15017,15,696,56,0.08045977011494253
2023,15017,15,694,46,0.06628242074927954
2024,15017,15,692,71,0.10260115606936417
2025,15017,15,689,24,0.03483309143686502
2019,15018,15,4184,770,0.18403441682600383
2020,15018,15,4189,669,0.15970398663165433
2021,15018,15,4184,296,0.07074569789674952
2022,15018,15,4173,257,0.061586388689192424
2023,15018,15,4160,198,0.047596153846153844
2024,15018,15,4145,148,0.03570566948130278
2025,15018,15,4131,42,0.010167029774872912
2019,15019,15,2210,113,0.05113122171945701
2020,15019,15,2213,122,0.055128784455490284
2021,15019,15,2210,83,0.03755656108597285
2022,15019,15,2205,70,0.031746031746031744
2023,15019,15,2198,61,0.027752502274795268
2024,15019,15,2190,49,0.02237442922374429
2025,15019,15,2182,28,0.012832263978001834
2019,15020,15,13737,1499,0.10912135109558127
2020,15020,15,13755,1291,0.09385677935296256
2021,15020,15,13738,834,0.06070752656864172
2022,15020,15,13704,735,0.05363397548161121
2023,15020,15,13660,855,0.06259150805270863
2024,15020,15,13612,464,0.034087569791360565
2025,15020,15,13564,434,0.0319964612208788
2019,15021,15,2599,579,0.22277799153520586
2020,15021,15,2602,282,0.1083781706379708
2021,15021,15,2599,109,0.04193920738745671
2022,15021,15,2592,47,0.018132716049382717
2023,15021,15,2584,60,0.02321981424148607
2024,15021,15,2575,33,0.012815533980582524
2025,15021,15,2566,0,0.0
2019,15022,15,1121,109,0.09723461195361284
2020,15022,15,1122,91,0.08110516934046345
2021,15022,15,1121,68,0.060660124888492414
2022,15022,15,1118,55,0.049194991055456175
2023,15022,15,1114,50,0.04488330341113106
2024,15022,15,1110,58,0.05225225225225225
2025,15022,15,1106,22,0.019891500904159132
2019,15023,15,2709,335,0.12366186784791436
2020,15023,15,2713,290,0.10689273866568375
2021,15023,15,2710,108,0.03985239852398524
2022,15023,15,2703,133,0.049204587495375506
2023,15023,15,2694,171,0.06347438752783964
2024,15023,15,2685,94,0.035009310986964616
2025,15023,15,2675,77,0.028785046728971964
2019,15024,15,8145,490,0.06015960712093309
2020,15024,15,8156,430,0.05272192251103482
2021,15024,15,8146,314,0.03854652590228333
2022,15024,15,8126,289,0.03556485355648536
2023,15024,15,8100,312,0.03851851851851852
2024,15024,15,8071,196,0.024284475281873375
2025,15024,15,8042,122,0.015170355632927133
2019,15025,15,28750,2303,0.08010434782608696
2020,15025,15,28787,1842,0.06398721645187064
2021,15025,15,28752,1385,0.04817056204785754
2022,15025,15,28680,974,0.03396094839609484
2023,15025,15,28589,542,0.01895834062051838
2024,15025,15,28487,423,0.014848878435777722
2025,15025,15,28386,1293,0.04555062354681885
2019,15026,15,2327,99,0.04254404813064031
2020,15026,15,2330,114,0.048927038626609444
2021,15026,15,2327,61,0.02621400945423292
2022,15026,15,2321,39,0.01680310211115898
2023,15026,15,2314,72,0.03111495246326707
2024,15026,15,2306,59,0.025585429314830876
2025,15026,15,2298,53,0.023063533507397736
2019,15027,15,650,91,0.14
2020,15027,15,651,105,0.16129032258064516
2021,15027,15,650,97,0.14923076923076922
2022,15027,15,649,60,0.09244992295839753
2023,15027,15,647,41,0.0633693972179289
2024,15027,15,644,6,0.009316770186335404
2025,15027,15,642,13,0.020249221183800622
